Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,ENV,,,
Horizontal Units,s,,,
Horizontal Scale,1e-05,,,
Horizontal Delay,0,0,0,0
Sample Interval,1e-08,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.05,0.2,0.1,5
Vertical Position,-3.08,-1.58,-0.7,-0.96
Label,,,,
TIME,CH1,CH2,CH3,CH4
-5.0000e-05,0.0847031,0.0701563,0.00746875,-0.2375
-4.9990e-05,0.0828516,0.0670312,0.00654688,-0.250781
-4.9980e-05,0.0827734,0.07075,0.00659375,-0.171875
-4.9970e-05,0.0826797,0.0717187,0.00717188,-0.173437
-4.9960e-05,0.0821016,0.071125,0.00657813,-0.161719
-4.9950e-05,0.0843906,0.070125,0.00614063,-0.210938
-4.9940e-05,0.0828828,0.0707187,0.00714063,-0.296875
-4.9930e-05,0.0840469,0.0710625,0.005375,-0.228125
-4.9920e-05,0.0853125,0.0703125,0.00692188,-0.279687
-4.9910e-05,0.0849844,0.0685,0.0061875,-0.221094
-4.9900e-05,0.0859141,0.07075,0.00745313,-0.264844
-4.9890e-05,0.0839375,0.0701563,0.00626563,-0.219531
-4.9880e-05,0.0857344,0.0698438,0.00671875,-0.25625
-4.9870e-05,0.0843828,0.0684375,0.00726563,-0.230469
-4.9860e-05,0.0827891,0.069375,0.00745313,-0.250781
-4.9850e-05,0.0828672,0.0715625,0.00826563,-0.198437
-4.9840e-05,0.0821484,0.0695312,0.00620313,-0.214844
-4.9830e-05,0.0828281,0.0700312,0.00710938,-0.208594
-4.9820e-05,0.0826797,0.070625,0.00664063,-0.196875
-4.9810e-05,0.0827813,0.0725625,0.00692188,-0.250781
-4.9800e-05,0.0844141,0.0705938,0.00517188,-0.196094
-4.9790e-05,0.0842734,0.0715,0.00501563,-0.221094
-4.9780e-05,0.0849141,0.070375,0.00739063,-0.199219
-4.9770e-05,0.0848516,0.06975,0.00673438,-0.169531
-4.9760e-05,0.0849141,0.0695938,0.0056875,-0.230469
-4.9750e-05,0.0852578,0.07075,0.00745313,-0.167969
-4.9740e-05,0.08325,0.0690312,0.0068125,-0.204687
-4.9730e-05,0.0837734,0.0706875,0.0065,-0.246875
-4.9720e-05,0.0827109,0.0686875,0.00678125,-0.211719
-4.9710e-05,0.0837031,0.0720312,0.006125,-0.211719
-4.9700e-05,0.0840234,0.0730937,0.0070625,-0.209375
-4.9690e-05,0.0825313,0.0704375,0.00603125,-0.216406
-4.9680e-05,0.0843906,0.0705625,0.00621875,-0.228125
-4.9670e-05,0.08525,0.0701875,0.00473437,-0.192187
-4.9660e-05,0.0860781,0.0711875,0.00628125,-0.278906
-4.9650e-05,0.0852187,0.0721875,0.00792188,-0.198437
-4.9640e-05,0.0839609,0.0687812,0.00690625,-0.217187
-4.9630e-05,0.0854609,0.0700312,0.007125,-0.220312
-4.9620e-05,0.0833047,0.071625,0.00675,-0.246094
-4.9610e-05,0.0834063,0.0708125,0.00803125,-0.232031
-4.9600e-05,0.0824922,0.0690938,0.00865625,-0.2375
-4.9590e-05,0.0829766,0.0690938,0.00825,-0.241406
-4.9580e-05,0.0823281,0.070625,0.00771875,-0.211719
-4.9570e-05,0.0819609,0.0704063,0.00685938,-0.242188
-4.9560e-05,0.0837891,0.0699375,0.00692188,-0.240625
-4.9550e-05,0.0827578,0.0721875,0.00609375,-0.21875
-4.9540e-05,0.0848672,0.0730312,0.00482813,-0.188281
-4.9530e-05,0.0848281,0.0698125,0.00565625,-0.19375
-4.9520e-05,0.0848281,0.0704687,0.00682813,-0.238281
-4.9510e-05,0.0858437,0.0694687,0.00715625,-0.203125
-4.9500e-05,0.0850078,0.0670625,0.006375,-0.235937
-4.9490e-05,0.0848984,0.0702187,0.00740625,-0.203906
-4.9480e-05,0.0839687,0.0689375,0.00867188,-0.2125
-4.9470e-05,0.0830937,0.068375,0.00590625,-0.202344
-4.9460e-05,0.0849453,0.071125,0.00604688,-0.207812
-4.9450e-05,0.0825547,0.0713125,0.0063125,-0.25
-4.9440e-05,0.0831484,0.07075,0.00598438,-0.251562
-4.9430e-05,0.0824609,0.0687187,0.00578125,-0.210938
-4.9420e-05,0.0838906,0.0725625,0.0064375,-0.263281
-4.9410e-05,0.0854297,0.0713125,0.006125,-0.21875
-4.9400e-05,0.083625,0.0698125,0.00707813,-0.21875
-4.9390e-05,0.0852422,0.0701875,0.00670313,-0.192969
-4.9380e-05,0.0847734,0.0689375,0.00701563,-0.221875
-4.9370e-05,0.0838828,0.0696875,0.00584375,-0.253125
-4.9360e-05,0.0841953,0.071125,0.00795313,-0.242969
-4.9350e-05,0.0823828,0.0684375,0.0070625,-0.284375
-4.9340e-05,0.0839844,0.071625,0.006875,-0.232031
-4.9330e-05,0.0822187,0.0705938,0.00765625,-0.238281
-4.9320e-05,0.0824141,0.0702812,0.00714063,-0.273438
-4.9310e-05,0.0835234,0.0719375,0.00746875,-0.171094
-4.9300e-05,0.0838125,0.0710312,0.00592188,-0.242188
-4.9290e-05,0.0848047,0.0715625,0.00673438,-0.205469
-4.9280e-05,0.0846641,0.0708125,0.00707813,-0.239844
-4.9270e-05,0.0841875,0.0727812,0.00670313,-0.201562
-4.9260e-05,0.0860312,0.070625,0.00689063,-0.248437
-4.9250e-05,0.0849687,0.0689687,0.005875,-0.171094
-4.9240e-05,0.0852344,0.0694375,0.00779688,-0.288281
-4.9230e-05,0.0834922,0.0688438,0.00839063,-0.151562
-4.9220e-05,0.0831719,0.0700625,0.00745313,-0.219531
-4.9210e-05,0.0833281,0.0689063,0.0071875,-0.175781
-4.9200e-05,0.0827187,0.0695938,0.00721875,-0.208594
-4.9190e-05,0.0828516,0.071625,0.007625,-0.178125
-4.9180e-05,0.0823984,0.0728125,0.00590625,-0.194531
-4.9170e-05,0.0836953,0.0731875,0.00573437,-0.219531
-4.9160e-05,0.0847813,0.0702187,0.0056875,-0.204687
-4.9150e-05,0.0837266,0.07075,0.0056875,-0.191406
-4.9140e-05,0.0854063,0.0692812,0.00642188,-0.245312
-4.9130e-05,0.0843281,0.068125,0.00667188,-0.232031
