Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,ENV,,,
Horizontal Units,s,,,
Horizontal Scale,1e-05,,,
Horizontal Delay,0,0,0,0
Sample Interval,1e-08,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.05,0.2,0.1,5
Vertical Position,-3.08,-1.58,-0.7,-0.96
Label,,,,
TIME,CH1,CH2,CH3,CH4
-5.0000e-05,0.0766641,0.0643125,0.00617188,-0.320312
-4.9990e-05,0.0772969,0.0649062,0.00660938,-0.216406
-4.9980e-05,0.0779844,0.0643125,0.00596875,-0.269531
-4.9970e-05,0.0782734,0.062625,0.00723438,-0.24375
-4.9960e-05,0.0784609,0.0623125,0.00675,-0.236719
-4.9950e-05,0.0774453,0.0629688,0.00575,-0.252344
-4.9940e-05,0.0779531,0.066,0.00582813,-0.289062
-4.9930e-05,0.0777188,0.0658125,0.0071875,-0.235156
-4.9920e-05,0.0778047,0.0655312,0.00692188,-0.252344
-4.9910e-05,0.0767812,0.06475,0.00670313,-0.229687
-4.9900e-05,0.0783984,0.064875,0.0055,-0.220312
-4.9890e-05,0.0782812,0.06425,0.0053125,-0.252344
-4.9880e-05,0.0781016,0.0631875,0.00610938,-0.235937
-4.9870e-05,0.0782187,0.0627813,0.00534375,-0.204687
-4.9860e-05,0.0780156,0.0621875,0.00607813,-0.253125
-4.9850e-05,0.0776172,0.0640938,0.00801563,-0.242969
-4.9840e-05,0.0767891,0.06375,0.0059375,-0.209375
-4.9830e-05,0.0766719,0.0644375,0.00709375,-0.207812
-4.9820e-05,0.0762266,0.0647813,0.00592188,-0.189844
-4.9810e-05,0.0763438,0.0660312,0.00714063,-0.229687
-4.9800e-05,0.075875,0.063625,0.0058125,-0.210156
-4.9790e-05,0.0752578,0.0634688,0.00654688,-0.269531
-4.9780e-05,0.0768672,0.063375,0.0056875,-0.266406
-4.9770e-05,0.0771875,0.0652813,0.00539063,-0.214844
-4.9760e-05,0.0775312,0.063625,0.00603125,-0.275781
-4.9750e-05,0.0778203,0.0660312,0.00601563,-0.24375
-4.9740e-05,0.0781719,0.0659375,0.00482813,-0.28125
-4.9730e-05,0.0776875,0.0654688,0.0054375,-0.223437
-4.9720e-05,0.0782734,0.065,0.00617188,-0.28125
-4.9710e-05,0.0774297,0.0636563,0.00689063,-0.225781
-4.9700e-05,0.0767109,0.0629062,0.00676563,-0.239062
-4.9690e-05,0.0777031,0.0641562,0.00635938,-0.20625
-4.9680e-05,0.0769531,0.0639062,0.00610938,-0.211719
-4.9670e-05,0.0756562,0.0620938,0.00685938,-0.227344
-4.9660e-05,0.0765391,0.0648437,0.006,-0.273438
-4.9650e-05,0.0768438,0.064125,0.00629688,-0.25
-4.9640e-05,0.0779922,0.0639062,0.00639063,-0.242188
-4.9630e-05,0.0776953,0.0650312,0.0060625,-0.208594
-4.9620e-05,0.0774766,0.064125,0.00570313,-0.214062
-4.9610e-05,0.0781641,0.0649375,0.00598438,-0.223437
-4.9600e-05,0.0777344,0.063375,0.0068125,-0.252344
-4.9590e-05,0.078125,0.0665625,0.00709375,-0.23125
-4.9580e-05,0.0770391,0.0634375,0.00726563,-0.239844
-4.9570e-05,0.0766484,0.0651562,0.00734375,-0.198437
-4.9560e-05,0.0772109,0.0641875,0.00709375,-0.210156
-4.9550e-05,0.0769531,0.066,0.00751563,-0.25
-4.9540e-05,0.0760391,0.0632187,0.00510937,-0.26875
-4.9530e-05,0.0769844,0.0646562,0.00607813,-0.16875
-4.9520e-05,0.0775703,0.0642187,0.00670313,-0.246094
-4.9510e-05,0.0775625,0.0634062,0.00564063,-0.234375
-4.9500e-05,0.0774453,0.0643125,0.00582813,-0.192969
-4.9490e-05,0.0784453,0.0645,0.00604688,-0.24375
-4.9480e-05,0.0783203,0.065625,0.00625,-0.188281
-4.9470e-05,0.0783594,0.063125,0.00739063,-0.241406
-4.9460e-05,0.0776953,0.0614688,0.00598438,-0.263281
-4.9450e-05,0.0765781,0.0635312,0.00659375,-0.244531
-4.9440e-05,0.0771406,0.0625625,0.006,-0.248437
-4.9430e-05,0.0773203,0.063625,0.006875,-0.279687
-4.9420e-05,0.0753906,0.0628125,0.00651563,-0.290625
-4.9410e-05,0.0755391,0.0639688,0.0076875,-0.203906
-4.9400e-05,0.0760859,0.0658437,0.00646875,-0.25625
-4.9390e-05,0.0772891,0.0654688,0.006375,-0.19375
-4.9380e-05,0.0766016,0.0640312,0.00792188,-0.28125
-4.9370e-05,0.0764141,0.0634062,0.00576563,-0.230469
-4.9360e-05,0.0779062,0.0630625,0.00571875,-0.275
-4.9350e-05,0.0776562,0.063,0.00732813,-0.183594
-4.9340e-05,0.0776094,0.0666875,0.00689063,-0.241406
-4.9330e-05,0.0780859,0.0624688,0.00859375,-0.242969
-4.9320e-05,0.0774844,0.0645938,0.00679688,-0.246875
-4.9310e-05,0.0788437,0.0636875,0.0063125,-0.249219
-4.9300e-05,0.0777891,0.0655312,0.00770313,-0.2125
-4.9290e-05,0.0771797,0.0649688,0.00626563,-0.234375
-4.9280e-05,0.0774062,0.0640938,0.00628125,-0.292969
-4.9270e-05,0.0778047,0.0655938,0.006,-0.2625
-4.9260e-05,0.0775547,0.0655938,0.0068125,-0.273438
-4.9250e-05,0.0778203,0.0653125,0.00734375,-0.232031
-4.9240e-05,0.0768359,0.0626563,0.00442188,-0.224219
-4.9230e-05,0.0782656,0.0625625,0.00629688,-0.264844
-4.9220e-05,0.0773281,0.0630625,0.0054375,-0.242188
-4.9210e-05,0.0764453,0.061125,0.00634375,-0.239844
-4.9200e-05,0.0759531,0.0636875,0.00665625,-0.23125
-4.9190e-05,0.0753984,0.0616563,0.0063125,-0.275781
-4.9180e-05,0.0754609,0.0657813,0.00557813,-0.253906
-4.9170e-05,0.0750312,0.0623437,0.00732813,-0.254687
-4.9160e-05,0.0745234,0.0632813,0.007,-0.291406
-4.9150e-05,0.0754219,0.063,0.00571875,-0.190625
-4.9140e-05,0.0755391,0.0656875,0.0066875,-0.241406
-4.9130e-05,0.0776328,0.0654688,0.00698438,-0.210938
