Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,ENV,,,
Horizontal Units,s,,,
Horizontal Scale,1e-05,,,
Horizontal Delay,0,0,0,0
Sample Interval,1e-08,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.05,0.2,0.1,5
Vertical Position,-3.08,-1.58,-0.7,-0.96
Label,,,,
TIME,CH1,CH2,CH3,CH4
-5.0000e-05,0.0792031,0.0645938,0.00673438,-0.250781
-4.9990e-05,0.0799609,0.069,0.00551563,-0.241406
-4.9980e-05,0.0802812,0.0665,0.00729688,-0.196094
-4.9970e-05,0.0789844,0.0666875,0.00707813,-0.265625
-4.9960e-05,0.0797344,0.0679375,0.00635938,-0.211719
-4.9950e-05,0.0799766,0.0657187,0.00567188,-0.247656
-4.9940e-05,0.0809609,0.0688125,0.00635938,-0.152344
-4.9930e-05,0.0805234,0.066875,0.00646875,-0.257031
-4.9920e-05,0.0800781,0.0689375,0.00634375,-0.192187
-4.9910e-05,0.0804141,0.0661562,0.00660938,-0.270312
-4.9900e-05,0.0810312,0.0676563,0.00692188,-0.223437
-4.9890e-05,0.0816328,0.066125,0.00676563,-0.222656
-4.9880e-05,0.0805859,0.0683125,0.00789063,-0.240625
-4.9870e-05,0.0825703,0.0688125,0.00815625,-0.207812
-4.9860e-05,0.0805391,0.0665,0.006125,-0.229687
-4.9850e-05,0.0813047,0.0661875,0.00629688,-0.189844
-4.9840e-05,0.0803828,0.0667187,0.00751563,-0.210156
-4.9830e-05,0.0801484,0.0670312,0.00515625,-0.215625
-4.9820e-05,0.0810625,0.0675,0.00617188,-0.221875
-4.9810e-05,0.0813984,0.0684375,0.00660938,-0.196875
-4.9800e-05,0.0806094,0.06825,0.00692188,-0.250781
-4.9790e-05,0.0800781,0.06775,0.00829688,-0.259375
-4.9780e-05,0.0800625,0.0661875,0.00671875,-0.246875
-4.9770e-05,0.0806016,0.0687187,0.00657813,-0.189844
-4.9760e-05,0.080125,0.0661562,0.00689063,-0.214062
-4.9750e-05,0.0785,0.0675938,0.0073125,-0.232812
-4.9740e-05,0.0795859,0.0679063,0.00729688,-0.221094
-4.9730e-05,0.0794141,0.0683438,0.00815625,-0.225
-4.9720e-05,0.0798828,0.0674375,0.00609375,-0.176562
-4.9710e-05,0.0798437,0.0660938,0.00632813,-0.260156
-4.9700e-05,0.0799219,0.067,0.0061875,-0.29375
-4.9690e-05,0.0813203,0.0664687,0.00778125,-0.21875
-4.9680e-05,0.0814453,0.0667187,0.00701563,-0.234375
-4.9670e-05,0.0820312,0.0672812,0.00654688,-0.211719
-4.9660e-05,0.0816641,0.0659688,0.00765625,-0.238281
-4.9650e-05,0.0822344,0.0665,0.00642188,-0.264844
-4.9640e-05,0.0805156,0.0661875,0.0084375,-0.213281
-4.9630e-05,0.0820781,0.0664375,0.00685938,-0.246094
-4.9620e-05,0.0821797,0.066125,0.00732813,-0.26875
-4.9610e-05,0.0806953,0.06575,0.00654688,-0.238281
-4.9600e-05,0.0816719,0.0669063,0.00717188,-0.250781
-4.9590e-05,0.0804141,0.0677812,0.00660938,-0.21875
-4.9580e-05,0.08025,0.06625,0.00782813,-0.248437
-4.9570e-05,0.0804844,0.0685312,0.00778125,-0.227344
-4.9560e-05,0.0793437,0.0670938,0.00625,-0.228906
-4.9550e-05,0.0795156,0.069,0.00689063,-0.207031
-4.9540e-05,0.0802266,0.0654375,0.0075625,-0.23125
-4.9530e-05,0.078875,0.0655938,0.007,-0.275
-4.9520e-05,0.0796953,0.0669063,0.0073125,-0.284375
-4.9510e-05,0.0788984,0.06675,0.00653125,-0.239062
-4.9500e-05,0.0803594,0.0707187,0.00742188,-0.260156
-4.9490e-05,0.0797656,0.0671875,0.00759375,-0.263281
-4.9480e-05,0.0794453,0.0686563,0.006625,-0.2
-4.9470e-05,0.0807812,0.067625,0.00760938,-0.228906
-4.9460e-05,0.0800625,0.0658437,0.00709375,-0.238281
-4.9450e-05,0.0826406,0.067875,0.00565625,-0.25625
-4.9440e-05,0.0805312,0.0663438,0.00629688,-0.240625
-4.9430e-05,0.081625,0.0674375,0.00607813,-0.232812
-4.9420e-05,0.0812031,0.0684063,0.00689063,-0.267969
-4.9410e-05,0.0807969,0.0655625,0.00670313,-0.18125
-4.9400e-05,0.0813281,0.0676875,0.0048125,-0.15625
-4.9390e-05,0.0805625,0.0669063,0.00654688,-0.202344
-4.9380e-05,0.0808281,0.065375,0.006875,-0.202344
-4.9370e-05,0.0805625,0.0677187,0.00785938,-0.178125
-4.9360e-05,0.0801016,0.0679375,0.00760938,-0.21875
-4.9350e-05,0.0795937,0.0663125,0.00675,-0.232812
-4.9340e-05,0.0796328,0.0659062,0.00651563,-0.234375
-4.9330e-05,0.0795937,0.0692187,0.00742188,-0.239844
-4.9320e-05,0.0803281,0.0634375,0.00567188,-0.203125
-4.9310e-05,0.0794297,0.068875,0.00664063,-0.177344
-4.9300e-05,0.0799609,0.0674375,0.007,-0.239844
-4.9290e-05,0.0792578,0.0640938,0.00596875,-0.189062
-4.9280e-05,0.0801406,0.0676875,0.00675,-0.217969
-4.9270e-05,0.0804844,0.065625,0.00642188,-0.189844
-4.9260e-05,0.0799375,0.0670625,0.00648438,-0.249219
-4.9250e-05,0.0809297,0.0669063,0.00665625,-0.2375
-4.9240e-05,0.0799922,0.06575,0.00598438,-0.242188
-4.9230e-05,0.0806641,0.0665625,0.00714063,-0.239844
-4.9220e-05,0.0807969,0.0653125,0.006625,-0.207812
-4.9210e-05,0.0799375,0.067875,0.007,-0.251562
-4.9200e-05,0.0810859,0.0661875,0.00670313,-0.235937
-4.9190e-05,0.0808516,0.0645312,0.00710938,-0.236719
-4.9180e-05,0.0805859,0.0677187,0.00634375,-0.300781
-4.9170e-05,0.0801875,0.0665312,0.00764063,-0.202344
-4.9160e-05,0.0807969,0.066375,0.0069375,-0.250781
-4.9150e-05,0.0799531,0.0676875,0.0064375,-0.270312
-4.9140e-05,0.0807422,0.0667187,0.00739063,-0.219531
-4.9130e-05,0.07975,0.0669375,0.00679688,-0.275
