27	1871	4259	42
28	1865	4260	42
29	1862	4260	35
32	1858	4250	44
24	1856	4253	43
30	1856	4245	41
28	1860	4251	39
28	1857	4237	38
31	1851	4236	34
27	1845	4236	38
31	1852	4239	41
26	1843	4224	42
29	1843	4229	40
24	1838	4220	43
23	1844	4220	39
26	1837	4216	39
27	1835	4217	35
30	1835	4211	40
26	1834	4207	40
32	1830	4208	42
23	1829	4202	40
30	1827	4199	44
25	1824	4202	34
30	1825	4195	43
29	1822	4193	40
28	1816	4186	43
26	1820	4186	35
28	1816	4180	41
23	1813	4179	36
27	1809	4175	42
30	1807	4177	38
26	1809	4174	38
29	1803	4176	40
28	1806	4167	43
32	1801	4166	41
29	1800	4159	39
24	1800	4158	38
27	1797	4155	42
26	1790	4161	40
26	1791	4150	41
27	1789	4154	37
31	1785	4145	38
30	1785	4150	37
29	1784	4140	43
30	1783	4141	38
25	1783	4131	41
30	1780	4142	42
30	1774	4130	41
31	1778	4128	40
28	1772	4126	44
29	1771	4130	36
29	1769	4118	43
29	1769	4119	33
24	1761	4114	39
30	1768	4114	35
31	1766	4108	40
26	1761	4104	42
29	1760	4099	45
27	1765	4100	38
26	1755	4092	44
27	1756	4096	37
27	1751	4089	40
30	1749	4093	38
29	1747	4084	42
29	1753	4086	42
27	1746	4078	41
25	1749	4081	38
30	1741	4075	40
30	1743	4074	38
28	1734	4069	44
29	1745	4071	38
24	1735	4061	43
24	1737	4064	39
27	1733	4052	42
25	1738	4062	40
29	1729	4046	47
29	1728	4055	40
31	1725	4046	40
28	1727	4050	38
27	1723	4040	43
24	1725	4044	42
33	1719	4037	38
29	1720	4038	41
25	1718	4029	39
23	1720	4032	39
27	1712	4022	39
29	1713	4026	41
30	1707	4019	41
26	1712	4024	40
30	1705	4009	40
28	1711	4016	35
27	1702	4010	42
27	1701	4015	38
28	1695	4006	44
31	1701	4012	42
28	1696	4001	42
26	1699	4009	37
31	1691	4002	40
28	1691	4007	35
26	1694	3997	37
26	1697	3993	44
30	1694	3994	42
27	1693	3994	35
31	1684	3985	46
26	1692	3988	40
29	1685	3977	38
28	1687	3982	37
29	1682	3974	41
29	1681	3975	36
25	1672	3970	41
30	1679	3973	38
31	1673	3966	40
29	1679	3970	42
33	1665	3965	42
35	1669	3969	36
29	1671	3957	37
31	1667	3959	39
23	1663	3954	41
32	1666	3957	37
33	1662	3945	37
26	1663	3955	42
29	1656	3945	45
26	1662	3948	39
29	1659	3941	40
33	1658	3945	39
31	1656	3938	40
33	1650	3941	37
28	1649	3937	43
26	1652	3936	44
29	1646	3929	42
29	1644	3933	41
24	1643	3925	38
33	1645	3928	38
26	1641	3914	42
28	1638	3919	38
33	1642	3912	43
25	1639	3913	44
25	1634	3908	40
27	1633	3912	38
31	1629	3901	41
26	1632	3907	38
31	1628	3901	39
27	1635	3899	38
25	1627	3896	42
22	1625	3898	40
29	1626	3890	36
28	1629	3898	37
27	1626	3887	38
26	1619	3890	39
31	1624	3887	39
28	1615	3890	40
29	1617	3877	41
28	1618	3884	39
25	1611	3879	43
28	1615	3885	42
28	1609	3874	43
28	1613	3879	38
27	1607	3872	44
25	1609	3872	35
28	1605	3870	33
26	1608	3867	40
29	1600	3868	39
26	1601	3869	42
23	1608	3856	41
28	1606	3865	42
26	1602	3853	37
26	1602	3858	37
31	1601	3852	39
28	1599	3855	37
30	1594	3848	38
30	1594	3853	39
31	1591	3840	42
27	1590	3845	39
26	1587	3836	43
28	1591	3841	42
28	1586	3833	44
28	1592	3839	38
28	1581	3832	41
27	1584	3835	35
26	1582	3828	39
30	1582	3831	40
27	1577	3830	43
29	1580	3835	36
31	1575	3826	38
24	1580	3828	38
25	1570	3819	38
30	1576	3827	34
27	1571	3820	39
28	1570	3819	40
26	1569	3816	39
25	1574	3822	36
28	1562	3815	39
29	1567	3821	40
23	1565	3808	43
28	1566	3817	35
27	1561	3809	39
25	1563	3812	40
23	1562	3807	39
22	1557	3812	37
30	1557	3805	42
29	1562	3811	37
26	1556	3799	43
25	1562	3806	36
29	1556	3806	42
27	1555	3807	41
27	1555	3798	40
29	1558	3803	41
29	1551	3805	40
30	1552	3799	37
22	1551	3795	40
27	1550	3801	37
29	1549	3793	41
28	1550	3798	41
29	1545	3791	39
27	1549	3790	39
28	1543	3786	43
26	1542	3788	40
30	1543	3780	41
32	1543	3784	37
30	1539	3776	39
30	1548	3784	38
23	1536	3773	39
29	1542	3775	37
26	1538	3773	36
28	1538	3773	42
27	1529	3767	38
31	1540	3772	38
26	1531	3762	41
29	1533	3767	37
31	1525	3761	43
26	1533	3760	41
27	1528	3753	38
26	1526	3759	34
28	1524	3749	39
28	1524	3760	37
25	1523	3748	46
31	1525	3752	42
28	1519	3748	40
31	1520	3752	36
27	1519	3743	40
29	1522	3748	35
28	1517	3744	36
31	1516	3744	38
27	1513	3738	40
25	1513	3740	37
30	1510	3739	43
31	1509	3742	36
27	1513	3739	35
26	1509	3739	42
29	1504	3732	42
31	1511	3735	36
25	1508	3724	40
28	1506	3735	35
26	1505	3727	41
29	1507	3728	40
27	1506	3720	39
28	1503	3719	40
29	1500	3714	44
30	1497	3715	35
24	1497	3715	42
25	1499	3713	40
25	1496	3707	41
33	1497	3707	39
28	1497	3700	39
24	1498	3703	37
28	1499	3700	41
26	1493	3700	41
26	1491	3699	38
28	1491	3700	38
28	1483	3696	45
27	1491	3698	38
22	1489	3695	38
29	1489	3693	38
32	1488	3693	40
26	1488	3695	37
31	1481	3689	40
27	1481	3691	37
26	1482	3682	44
27	1486	3684	36
31	1481	3682	41
30	1484	3687	42
27	1482	3683	39
31	1478	3686	38
32	1481	3680	41
27	1480	3679	41
30	1480	3674	40
24	1475	3679	38
33	1476	3678	38
26	1478	3677	39
29	1475	3677	41
27	1475	3679	36
31	1475	3675	40
27	1473	3678	41
25	1472	3673	41
28	1472	3674	37
28	1470	3668	44
28	1471	3671	40
30	1470	3664	42
32	1472	3668	36
28	1467	3662	42
29	1472	3664	43
28	1468	3657	42
29	1469	3657	36
25	1467	3653	43
28	1469	3656	41
28	1463	3657	40
26	1463	3655	34
31	1461	3647	43
26	1466	3648	39
30	1458	3655	46
28	1460	3654	38
26	1459	3647	40
28	1456	3649	45
30	1458	3651	46
27	1454	3651	40
29	1453	3646	40
25	1452	3650	39
28	1450	3641	42
28	1455	3651	37
29	1448	3643	43
23	1452	3646	39
27	1449	3636	40
29	1456	3644	35
27	1453	3639	43
30	1451	3642	41
29	1446	3637	45
23	1451	3639	37
24	1447	3635	47
25	1449	3636	39
29	1446	3632	47
29	1446	3640	37
29	1442	3627	38
24	1442	3632	38
32	1439	3624	37
26	1443	3631	39
25	1444	3625	38
30	1445	3625	38
26	1439	3624	40
29	1439	3630	38
31	1442	3620	43
31	1440	3622	39
25	1439	3612	40
29	1440	3619	37
31	1432	3615	41
28	1438	3616	42
31	1434	3616	43
23	1435	3616	38
30	1429	3611	40
28	1430	3616	41
30	1428	3606	42
30	1433	3608	40
31	1432	3605	45
27	1435	3614	43
26	1431	3605	44
28	1433	3608	43
31	1428	3599	41
27	1436	3605	40
30	1433	3600	44
30	1431	3601	33
29	1425	3592	43
26	1432	3598	41
30	1426	3594	40
32	1427	3595	40
29	1423	3592	38
28	1431	3593	39
28	1427	3588	41
25	1427	3587	39
31	1425	3581	44
28	1423	3586	35
28	1426	3585	46
28	1422	3589	39
24	1427	3581	42
25	1421	3587	42
23	1420	3579	39
30	1418	3585	38
24	1418	3578	39
30	1417	3586	39
30	1419	3577	43
27	1417	3582	36
31	1415	3570	39
24	1416	3578	35
31	1418	3576	44
30	1416	3574	38
31	1412	3573	41
28	1416	3574	38
31	1418	3572	43
27	1411	3576	41
32	1413	3569	38
26	1414	3569	40
25	1414	3571	42
28	1408	3572	40
27	1409	3567	41
29	1408	3573	41
29	1411	3566	43
28	1406	3566	38
27	1409	3565	38
28	1412	3566	38
28	1406	3561	47
30	1406	3561	38
28	1402	3553	43
29	1408	3564	42
28	1406	3557	41
29	1402	3557	40
26	1401	3549	40
26	1404	3556	38
22	1402	3551	39
29	1404	3557	38
29	1402	3550	42
27	1400	3559	39
30	1402	3551	40
29	1404	3556	37
34	1396	3553	41
23	1401	3558	40
27	1400	3548	41
32	1399	3557	35
28	1398	3549	40
28	1394	3548	35
24	1392	3551	39
27	1397	3554	37
28	1391	3549	35
29	1391	3550	38
28	1389	3546	42
30	1392	3550	39
29	1389	3542	43
29	1391	3549	41
32	1388	3541	44
26	1388	3539	44
24	1389	3538	40
29	1389	3543	38
22	1391	3534	35
30	1391	3539	38
26	1388	3532	38
28	1387	3540	44
30	1387	3529	39
29	1388	3531	42
24	1387	3533	39
26	1382	3532	42
31	1384	3530	43
28	1383	3536	40
32	1383	3525	43
28	1383	3533	41
27	1381	3522	41
27	1383	3527	37
31	1377	3518	36
29	1385	3525	42
30	1386	3515	38
30	1378	3525	34
25	1381	3514	39
28	1383	3518	35
25	1376	3515	42
31	1380	3519	35
30	1375	3514	42
31	1379	3517	37
28	1377	3516	39
28	1378	3516	39
30	1376	3504	40
27	1379	3512	40
29	1375	3500	40
31	1376	3506	39
26	1374	3504	39
28	1379	3505	39
23	1372	3497	40
25	1375	3501	40
28	1371	3499	41
24	1374	3501	38
29	1366	3493	41
28	1370	3501	38
24	1374	3495	40
30	1375	3499	38
23	1366	3490	43
28	1369	3499	41
28	1373	3492	46
23	1372	3496	39
27	1372	3492	47
29	1374	3497	39
27	1369	3491	41
20	1367	3493	42
28	1373	3488	41
31	1373	3489	39
30	1368	3489	44
26	1369	3492	40
26	1366	3483	41
30	1367	3493	37
27	1367	3481	41
26	1367	3490	42
31	1362	3480	42
28	1367	3483	40
30	1363	3475	38
27	1363	3481	35
26	1364	3470	39
28	1363	3473	40
30	1363	3470	39
28	1361	3476	40
26	1360	3468	43
26	1363	3474	40
28	1363	3460	39
31	1359	3468	39
33	1363	3466	40
27	1359	3464	34
31	1361	3460	43
29	1361	3463	40
30	1360	3456	36
27	1360	3463	39
27	1363	3461	38
27	1357	3459	39
28	1360	3460	42
33	1361	3461	38
30	1357	3457	39
26	1359	3463	43
30	1357	3458	39
27	1362	3462	38
33	1361	3459	42
27	1357	3459	42
29	1358	3448	40
26	1360	3456	39
29	1359	3449	35
26	1357	3451	38
26	1352	3450	42
27	1356	3453	36
30	1358	3449	41
26	1351	3449	35
28	1350	3446	41
22	1357	3449	42
28	1356	3442	43
31	1358	3450	41
27	1352	3444	41
31	1355	3444	38
25	1350	3436	41
26	1350	3445	39
26	1354	3436	41
27	1353	3438	37
28	1351	3433	39
24	1353	3441	41
26	1350	3434	43
33	1357	3435	39
28	1354	3434	42
30	1360	3431	43
26	1352	3433	43
30	1353	3436	38
26	1349	3432	39
28	1352	3435	41
27	1347	3431	35
31	1348	3431	36
34	1353	3426	40
28	1347	3432	39
27	1348	3427	35
28	1353	3433	37
31	1350	3426	41
24	1345	3429	42
25	1343	3429	41
26	1351	3427	38
31	1345	3424	40
26	1346	3424	40
26	1345	3425	35
28	1343	3429	38
25	1340	3419	43
27	1346	3422	43
29	1346	3422	40
26	1345	3420	35
28	1343	3423	39
28	1349	3424	42
27	1343	3413	38
28	1347	3418	40
26	1337	3416	41
27	1343	3419	39
32	1344	3411	39
30	1347	3425	39
28	1344	3414	42
27	1344	3413	40
31	1342	3413	41
30	1342	3415	37
29	1341	3413	40
29	1341	3419	42
28	1337	3417	43
27	1343	3419	39
29	1339	3411	46
24	1336	3414	37
22	1333	3411	44
28	1337	3413	40
28	1328	3410	32
26	1336	3416	36
30	1334	3412	46
29	1333	3417	39
28	1333	3414	36
27	1333	3414	39
31	1330	3409	45
32	1334	3417	41
29	1333	3412	44
27	1332	3415	37
29	1330	3412	41
26	1339	3416	40
28	1332	3411	45
27	1334	3416	43
28	1333	3414	45
28	1330	3416	34
25	1331	3413	39
28	1334	3412	40
28	1329	3411	39
30	1332	3412	40
29	1330	3402	46
27	1328	3415	39
26	1326	3398	40
29	1330	3411	37
31	1330	3400	37
27	1325	3408	38
30	1328	3405	40
29	1329	3409	41
35	1327	3397	40
28	1327	3403	38
30	1329	3403	41
28	1326	3407	40
31	1322	3399	41
29	1325	3400	39
27	1321	3401	33
31	1327	3405	38
24	1320	3396	42
28	1324	3398	42
31	1320	3396	32
26	1325	3402	42
27	1325	3398	37
27	1320	3399	39
27	1324	3388	39
31	1321	3395	37
34	1324	3387	37
23	1322	3391	38
27	1313	3384	46
28	1321	3391	37
29	1318	3381	40
25	1315	3390	46
27	1320	3386	47
25	1319	3389	42
27	1314	3385	41
33	1317	3386	38
28	1319	3381	43
30	1319	3388	38
28	1317	3390	42
27	1315	3387	43
29	1317	3384	44
29	1315	3388	41
29	1309	3380	37
29	1316	3387	39
30	1310	3382	41
30	1314	3384	38
30	1317	3379	44
28	1312	3385	35
30	1317	3379	40
30	1312	3381	39
28	1312	3380	38
26	1314	3379	39
30	1315	3378	45
29	1311	3374	43
29	1314	3374	44
29	1312	3378	40
26	1312	3373	41
29	1308	3375	39
26	1308	3368	39
31	1313	3373	38
28	1311	3372	42
31	1310	3372	36
28	1315	3364	40
28	1310	3369	36
23	1308	3365	45
32	1312	3368	39
31	1313	3364	40
28	1311	3365	39
28	1307	3365	43
23	1309	3365	40
32	1305	3360	41
27	1308	3365	42
32	1305	3357	41
29	1305	3362	38
28	1307	3359	42
31	1306	3363	39
30	1302	3359	40
24	1299	3362	37
24	1303	3357	40
26	1306	3359	37
28	1304	3358	42
30	1308	3361	39
28	1305	3356	36
26	1305	3351	43
24	1299	3352	35
33	1303	3351	40
23	1299	3354	44
28	1299	3354	40
28	1301	3350	42
30	1301	3354	40
26	1299	3351	42
22	1301	3353	36
29	1301	3350	41
29	1298	3353	40
31	1298	3348	43
27	1297	3354	38
28	1301	3348	44
27	1299	3354	36
25	1297	3345	40
27	1299	3351	36
28	1295	3341	39
30	1299	3344	39
30	1291	3340	40
28	1293	3344	38
32	1295	3341	46
28	1298	3342	38
30	1290	3339	40
30	1294	3346	40
31	1293	3342	43
28	1293	3344	38
27	1284	3342	39
26	1292	3347	41
30	1287	3340	37
23	1297	3342	38
27	1292	3337	40
29	1287	3342	38
32	1290	3342	43
26	1292	3341	36
27	1289	3342	44
29	1291	3342	44
30	1289	3337	43
31	1289	3339	38
28	1287	3330	40
28	1285	3334	38
27	1286	3331	39
29	1289	3335	35
26	1289	3328	44
23	1292	3337	36
27	1292	3331	40
30	1290	3333	39
28	1287	3328	42
27	1292	3338	39
28	1293	3336	43
30	1289	3335	39
27	1283	3332	45
31	1296	3337	35
23	1290	3333	41
28	1286	3331	37
28	1288	3328	41
30	1287	3337	35
26	1283	3334	37
29	1287	3336	42
27	1287	3331	42
28	1283	3335	39
30	1286	3327	40
27	1288	3333	41
28	1288	3324	43
27	1282	3331	38
29	1287	3331	37
25	1289	3336	38
29	1287	3328	40
28	1291	3334	41
29	1282	3331	41
29	1283	3333	40
31	1283	3334	42
26	1284	3337	41
32	1283	3328	42
28	1282	3338	35
26	1283	3330	42
26	1285	3336	43
31	1286	3331	38
28	1283	3334	39
30	1283	3329	38
24	1286	3333	40
28	1283	3330	46
30	1279	3336	39
32	1281	3333	38
26	1279	3338	43
28	1276	3332	41
30	1277	3337	33
26	1279	3333	39
29	1279	3334	41
29	1279	3327	41
30	1279	3334	36
31	1280	3329	42
28	1277	3324	41
29	1279	3324	39
27	1277	3330	37
28	1280	3321	42
28	1280	3324	39
30	1279	3322	38
29	1276	3321	40
28	1277	3319	38
25	1280	3326	36
30	1277	3324	41
29	1281	3324	37
28	1277	3319	42
31	1281	3323	38
26	1281	3318	41
30	1274	3319	36
34	1277	3317	42
24	1280	3317	42
