Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,ENV,,,
Horizontal Units,s,,,
Horizontal Scale,1e-05,,,
Horizontal Delay,0,0,0,0
Sample Interval,1e-08,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.2,0.2,0.1,5
Vertical Position,-4.6,-1.1,-0.64,-0.54
Label,,,,
TIME,CH1,CH2,CH3,CH4
-5.0000e-05,0.098125,0.037875,0.00664062,-0.219531
-4.9990e-05,0.098375,0.0399063,0.00603125,-0.188281
-4.9980e-05,0.098,0.036125,0.00535937,-0.150781
-4.9970e-05,0.101375,0.0366875,0.0074375,-0.203125
-4.9960e-05,0.0992813,0.038625,0.0064375,-0.160938
-4.9950e-05,0.101813,0.03775,0.00639062,-0.232813
-4.9940e-05,0.101906,0.0375,0.00676562,-0.146094
-4.9930e-05,0.100219,0.0373438,0.00739062,-0.203906
-4.9920e-05,0.0992188,0.03875,0.00696875,-0.180469
-4.9910e-05,0.100313,0.0343125,0.005125,-0.153906
-4.9900e-05,0.099875,0.03775,0.00653125,-0.189062
-4.9890e-05,0.101063,0.0380625,0.00640625,-0.20625
-4.9880e-05,0.0982188,0.036,0.0066875,-0.135156
-4.9870e-05,0.0984688,0.038,0.00534375,-0.203125
-4.9860e-05,0.0968125,0.0359063,0.00575,-0.116406
-4.9850e-05,0.101063,0.0388125,0.006375,-0.204687
-4.9840e-05,0.0991563,0.0365938,0.00715625,-0.199219
-4.9830e-05,0.0994375,0.037,0.00678125,-0.178906
-4.9820e-05,0.100219,0.037875,0.00584375,-0.215625
-4.9810e-05,0.10125,0.0383438,0.00626562,-0.158594
-4.9800e-05,0.100188,0.036875,0.00773438,-0.139844
-4.9790e-05,0.100313,0.0364063,0.00532813,-0.146094
-4.9780e-05,0.1005,0.0379688,0.0063125,-0.161719
-4.9770e-05,0.0982188,0.0389063,0.00584375,-0.18125
-4.9760e-05,0.100313,0.0366875,0.00576563,-0.209375
-4.9750e-05,0.0990625,0.03625,0.0065625,-0.235937
-4.9740e-05,0.0997813,0.0384375,0.0041875,-0.217969
-4.9730e-05,0.102313,0.0382188,0.00475,-0.198437
-4.9720e-05,0.101406,0.0390625,0.0070625,-0.189062
-4.9710e-05,0.100594,0.0370313,0.00540625,-0.135156
-4.9700e-05,0.0992188,0.0379063,0.00648438,-0.203906
-4.9690e-05,0.0997813,0.037875,0.00639062,-0.235937
-4.9680e-05,0.103,0.037125,0.00653125,-0.207813
-4.9670e-05,0.097125,0.035625,0.00648438,-0.173437
-4.9660e-05,0.0976563,0.0366875,0.006125,-0.186719
-4.9650e-05,0.0994063,0.036875,0.00539063,-0.160156
-4.9640e-05,0.0976563,0.0365625,0.0079375,-0.148438
-4.9630e-05,0.100406,0.0359063,0.00710938,-0.185938
-4.9620e-05,0.0992813,0.035625,0.00660938,-0.160938
-4.9610e-05,0.102813,0.0365625,0.00557813,-0.18125
-4.9600e-05,0.100656,0.03575,0.00770312,-0.124219
-4.9590e-05,0.09875,0.03775,0.00507813,-0.161719
-4.9580e-05,0.0998125,0.0350625,0.00645312,-0.20625
-4.9570e-05,0.0987188,0.0346563,0.00632812,-0.172656
-4.9560e-05,0.0984375,0.0377188,0.005875,-0.167969
-4.9550e-05,0.09975,0.0384688,0.00576563,-0.18125
-4.9540e-05,0.0995625,0.0357188,0.00617188,-0.151562
-4.9530e-05,0.0990313,0.0346875,0.00620312,-0.169531
-4.9520e-05,0.0995313,0.0380625,0.0070625,-0.261719
-4.9510e-05,0.100844,0.0394375,0.00720312,-0.170313
-4.9500e-05,0.0988438,0.0353438,0.00667188,-0.15625
-4.9490e-05,0.100875,0.0387188,0.00592188,-0.194531
-4.9480e-05,0.1,0.035875,0.00570313,-0.186719
-4.9470e-05,0.0989688,0.0387813,0.00590625,-0.200781
-4.9460e-05,0.101375,0.0389688,0.00551563,-0.175781
-4.9450e-05,0.0995625,0.0371563,0.00510937,-0.199219
-4.9440e-05,0.1025,0.0346563,0.00592188,-0.180469
-4.9430e-05,0.101906,0.0380625,0.00628125,-0.185156
-4.9420e-05,0.101938,0.0369688,0.00603125,-0.157031
-4.9410e-05,0.0980938,0.0358438,0.0059375,-0.202344
-4.9400e-05,0.099125,0.03525,0.0060625,-0.175
-4.9390e-05,0.102656,0.0379063,0.0065,-0.142187
-4.9380e-05,0.1,0.0375938,0.00678125,-0.171875
-4.9370e-05,0.0991563,0.0382813,0.00523437,-0.180469
-4.9360e-05,0.0986875,0.038375,0.00634375,-0.189844
-4.9350e-05,0.0992188,0.0379375,0.00689062,-0.221875
-4.9340e-05,0.0995313,0.03825,0.00634375,-0.151562
-4.9330e-05,0.0999063,0.0369688,0.00485937,-0.127344
-4.9320e-05,0.101375,0.0386875,0.00615625,-0.172656
-4.9310e-05,0.100313,0.038875,0.00723438,-0.178125
-4.9300e-05,0.101375,0.0392813,0.00760938,-0.184375
-4.9290e-05,0.0999063,0.036875,0.00698438,-0.204687
-4.9280e-05,0.100125,0.0353125,0.0058125,-0.15625
-4.9270e-05,0.0987188,0.0389688,0.00709375,-0.207813
-4.9260e-05,0.0986563,0.036125,0.00504687,-0.180469
-4.9250e-05,0.0990313,0.0390625,0.00564063,-0.176563
-4.9240e-05,0.0995625,0.037125,0.00560937,-0.149219
-4.9230e-05,0.101844,0.0381563,0.00610938,-0.141406
-4.9220e-05,0.1,0.0362188,0.006625,-0.175
-4.9210e-05,0.09875,0.0372813,0.00559375,-0.251562
-4.9200e-05,0.100438,0.0406875,0.0059375,-0.20625
-4.9190e-05,0.0984688,0.0377188,0.00642188,-0.159375
-4.9180e-05,0.100563,0.039875,0.00671875,-0.177344
-4.9170e-05,0.0983438,0.038375,0.00545313,-0.204687
-4.9160e-05,0.099375,0.0379688,0.00521875,-0.18125
-4.9150e-05,0.100469,0.0399375,0.00640625,-0.144531
-4.9140e-05,0.101625,0.0373438,0.008,-0.20625
-4.9130e-05,0.0967813,0.0395313,0.00557813,-0.20625
-4.9120e-05,0.09975,0.0383438,0.00623438,-0.147656
