Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,ENV,,,
Horizontal Units,s,,,
Horizontal Scale,1e-05,,,
Horizontal Delay,0,0,0,0
Sample Interval,1e-08,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.2,0.2,0.1,5
Vertical Position,-4.6,-1.1,-0.64,-0.54
Label,,,,
TIME,CH1,CH2,CH3,CH4
-5.0000e-05,0.101563,0.0826875,0.00735938,-0.166406
-4.9990e-05,0.101063,0.082,0.0076875,-0.182031
-4.9980e-05,0.09875,0.0809063,0.00723438,-0.0984375
-4.9970e-05,0.100813,0.0819375,0.00639062,-0.125
-4.9960e-05,0.101531,0.082,0.00551563,-0.201563
-4.9950e-05,0.102188,0.081125,0.0056875,-0.185156
-4.9940e-05,0.103938,0.0838438,0.0059375,-0.166406
-4.9930e-05,0.102156,0.0796875,0.00520313,-0.116406
-4.9920e-05,0.101688,0.0802188,0.00714062,-0.204687
-4.9910e-05,0.103,0.0813438,0.00715625,-0.197656
-4.9900e-05,0.104188,0.0818438,0.0065625,-0.0875
-4.9890e-05,0.102281,0.0830625,0.00684375,-0.202344
-4.9880e-05,0.101625,0.0826875,0.00726562,-0.107031
-4.9870e-05,0.101563,0.0803125,0.0071875,-0.163281
-4.9860e-05,0.103656,0.079125,0.00654688,-0.222656
-4.9850e-05,0.100719,0.0836875,0.00459375,-0.13125
-4.9840e-05,0.10275,0.082,0.00640625,-0.138281
-4.9830e-05,0.103844,0.0835938,0.00648438,-0.104687
-4.9820e-05,0.104969,0.0805625,0.00554687,-0.185938
-4.9810e-05,0.103625,0.0820625,0.00554687,-0.167969
-4.9800e-05,0.104125,0.0830625,0.00534375,-0.179688
-4.9790e-05,0.102656,0.0816563,0.00696875,-0.199219
-4.9780e-05,0.104938,0.0838438,0.00675,-0.157031
-4.9770e-05,0.101906,0.0816563,0.00673438,-0.225
-4.9760e-05,0.101719,0.0792813,0.00598438,-0.171094
-4.9750e-05,0.105281,0.0847188,0.00704688,-0.174219
-4.9740e-05,0.101063,0.0820625,0.00629688,-0.149219
-4.9730e-05,0.100625,0.0822188,0.00757812,-0.164062
-4.9720e-05,0.102406,0.081375,0.00728125,-0.125781
-4.9710e-05,0.103094,0.08175,0.00545313,-0.166406
-4.9700e-05,0.102,0.0809375,0.00679688,-0.153125
-4.9690e-05,0.104563,0.0827813,0.00521875,-0.160938
-4.9680e-05,0.101469,0.0821875,0.00539063,-0.175
-4.9670e-05,0.103063,0.083375,0.00625,-0.16875
-4.9660e-05,0.104219,0.0824688,0.00465625,-0.1875
-4.9650e-05,0.102188,0.0822188,0.00465625,-0.167969
-4.9640e-05,0.102375,0.0802188,0.00695312,-0.180469
-4.9630e-05,0.10175,0.0824688,0.00632812,-0.205469
-4.9620e-05,0.101563,0.081375,0.0071875,-0.179688
-4.9610e-05,0.103875,0.0828438,0.00659375,-0.166406
-4.9600e-05,0.100938,0.0834688,0.0070625,-0.153125
-4.9590e-05,0.102594,0.0816875,0.0068125,-0.197656
-4.9580e-05,0.101531,0.0841875,0.00607812,-0.180469
-4.9570e-05,0.101438,0.08075,0.00695312,-0.172656
-4.9560e-05,0.103844,0.082625,0.00540625,-0.117188
-4.9550e-05,0.101594,0.0802813,0.0061875,-0.133594
-4.9540e-05,0.102156,0.0816563,0.00701562,-0.18125
-4.9530e-05,0.104031,0.0803125,0.00548437,-0.13125
-4.9520e-05,0.1045,0.0805625,0.0056875,-0.185156
-4.9510e-05,0.102281,0.0803125,0.0046875,-0.194531
-4.9500e-05,0.100563,0.0815625,0.00717188,-0.184375
-4.9490e-05,0.100438,0.0830938,0.00670312,-0.153125
-4.9480e-05,0.101063,0.08425,0.00684375,-0.142969
-4.9470e-05,0.102344,0.081,0.00648438,-0.139844
-4.9460e-05,0.0999375,0.0832188,0.00695312,-0.224219
-4.9450e-05,0.105063,0.08275,0.007375,-0.154688
-4.9440e-05,0.100906,0.08175,0.00528125,-0.175781
-4.9430e-05,0.100969,0.0825,0.00642188,-0.139063
-4.9420e-05,0.101813,0.0820313,0.00504687,-0.110937
-4.9410e-05,0.0992813,0.083125,0.0053125,-0.16875
-4.9400e-05,0.101969,0.0821563,0.0065,-0.203906
-4.9390e-05,0.100344,0.0808125,0.006625,-0.120312
-4.9380e-05,0.101469,0.082625,0.00726562,-0.167187
-4.9370e-05,0.103188,0.0812188,0.00570313,-0.107813
-4.9360e-05,0.102656,0.0794688,0.00810938,-0.228125
-4.9350e-05,0.100969,0.0819063,0.00642188,-0.207031
-4.9340e-05,0.102531,0.0816875,0.00490625,-0.178125
-4.9330e-05,0.10225,0.0825313,0.00690625,-0.227344
-4.9320e-05,0.102719,0.082375,0.00684375,-0.171875
-4.9310e-05,0.103375,0.0809688,0.0071875,-0.136719
-4.9300e-05,0.103469,0.0826875,0.00685938,-0.148438
-4.9290e-05,0.102938,0.0812813,0.00579687,-0.203125
-4.9280e-05,0.103563,0.0795625,0.00701562,-0.150781
-4.9270e-05,0.1015,0.0820313,0.00528125,-0.18125
-4.9260e-05,0.102031,0.0839375,0.00645312,-0.15
-4.9250e-05,0.102969,0.0805625,0.00635938,-0.178125
-4.9240e-05,0.0981875,0.0820938,0.0063125,-0.192188
-4.9230e-05,0.102563,0.0820313,0.00621875,-0.15
-4.9220e-05,0.10225,0.08075,0.00582813,-0.191406
-4.9210e-05,0.10275,0.0823125,0.00695312,-0.149219
-4.9200e-05,0.102531,0.079625,0.00592188,-0.140625
-4.9190e-05,0.102469,0.082375,0.00582813,-0.101562
-4.9180e-05,0.101969,0.0780938,0.00689062,-0.167187
-4.9170e-05,0.101063,0.0830938,0.00559375,-0.152344
-4.9160e-05,0.100844,0.0829063,0.00551563,-0.139844
-4.9150e-05,0.101188,0.0824688,0.00523437,-0.201563
-4.9140e-05,0.101844,0.0823125,0.0070625,-0.202344
-4.9130e-05,0.101,0.0800625,0.00751562,-0.194531
-4.9120e-05,0.102844,0.0806563,0.00539063,-0.170313
-4.9110e-05,0.101906,0.0822188,0.005625,-0.146875
