0.104563	0.096813	0.097562	0.101000	0.095656	0.094500	0.090000	0.084063	0.082250	0.081156	0.089000	0.071875	0.016344	0.033594	0.026656	0.014719	0.036219	-0.003938	0.058938	0.059406	0.011125	0.011125	0.011125	0.011125	
0.191625	0.183188	0.188625	0.197750	0.187000	0.184094	0.179313	0.177188	0.170063	0.169375	0.180844	0.155594	0.070469	0.098438	0.090062	0.068375	0.097938	0.032906	0.132281	0.131906	0.063938	0.063938	0.063938	0.063938	
0.281813	0.280813	0.270594	0.266219	0.255531	0.251156	0.242563	0.244625	0.229813	0.228188	0.238344	0.207156	0.096625	0.132813	0.111969	0.085437	0.124313	0.028125	0.171406	0.170875	0.075375	0.075375	0.075375	0.075375	
0.373094	0.367031	0.361938	0.362906	0.348875	0.344531	0.333937	0.327344	0.322063	0.319625	0.332000	0.286781	0.137750	0.186156	0.166250	0.132531	0.183156	0.061031	0.246688	0.242188	0.116031	0.116031	0.116031	0.116031	
0.473000	0.469281	0.460688	0.458875	0.439500	0.428250	0.424313	0.422938	0.406375	0.400938	0.413969	0.363187	0.186438	0.245531	0.211656	0.175406	0.225563	0.085531	0.303656	0.302969	0.154125	0.154125	0.154125	0.154125	
0.561188	0.555125	0.543844	0.541656	0.515188	0.511250	0.506938	0.507281	0.489406	0.481969	0.495594	0.432969	0.221406	0.289969	0.250563	0.207188	0.268875	0.100844	0.366000	0.367344	0.188500	0.188500	0.188500	0.188500	
0.630375	0.626344	0.607906	0.597531	0.570781	0.568219	0.560219	0.563406	0.540406	0.534375	0.540031	0.484938	0.240000	0.325125	0.269750	0.225906	0.295344	0.112875	0.405281	0.404156	0.205125	0.205125	0.205125	0.205125	
0.678125	0.671906	0.657375	0.652031	0.621563	0.621531	0.612219	0.614750	0.588781	0.585313	0.596406	0.531719	0.266938	0.361031	0.305500	0.254313	0.328844	0.132250	0.452094	0.446250	0.228813	0.228813	0.228813	0.228813	
0.721812	0.712969	0.702688	0.696937	0.672438	0.669000	0.659250	0.658750	0.637063	0.635594	0.644844	0.588313	0.293188	0.397719	0.334094	0.274688	0.371844	0.147813	0.499031	0.498969	0.254563	0.254563	0.254563	0.254563	
0.773969	0.776094	0.765062	0.753469	0.732656	0.728719	0.713906	0.721781	0.694625	0.686562	0.701375	0.647063	0.330125	0.442500	0.371844	0.310875	0.414594	0.172281	0.550000	0.543531	0.293625	0.293625	0.293625	0.293625	
0.797813	0.801719	0.781000	0.769594	0.751469	0.748094	0.733625	0.736719	0.712969	0.708875	0.713250	0.669250	0.336625	0.457969	0.384125	0.321813	0.431031	0.172656	0.570531	0.565469	0.299781	0.299781	0.299781	0.299781	
