0.901500	0.926000	0.904125	0.912844	0.926625	0.930187	0.901719	0.909125	0.903969	0.896156	0.897531	0.871813	0.894625	0.857687	0.842969	0.838156	0.869906	0.863156	0.884844	0.855250	0.855250	0.855250	0.855250	0.855250	
0.917719	0.932688	0.924719	0.929406	0.941563	0.934250	0.921219	0.918187	0.910156	0.908313	0.900250	0.885031	0.904094	0.857125	0.853312	0.843063	0.878781	0.869094	0.895094	0.858281	0.858281	0.858281	0.858281	0.858281	
0.938750	0.937500	0.932031	0.936688	0.944719	0.927250	0.932156	0.918375	0.909344	0.918219	0.903500	0.884969	0.904031	0.858531	0.854500	0.842437	0.875219	0.876750	0.892531	0.856531	0.856531	0.856531	0.856531	0.856531	
0.955437	0.944937	0.951094	0.949437	0.952438	0.926844	0.938813	0.913844	0.910594	0.928906	0.920469	0.883563	0.905687	0.856000	0.861656	0.845594	0.883687	0.879250	0.895594	0.857344	0.857344	0.857344	0.857344	0.857344	
0.953906	0.945875	0.958625	0.952719	0.948031	0.924031	0.936187	0.907469	0.907687	0.923125	0.912531	0.877813	0.898313	0.846875	0.846625	0.840875	0.873719	0.872375	0.888406	0.847750	0.847750	0.847750	0.847750	0.847750	
0.952844	0.936313	0.948094	0.944281	0.939938	0.920844	0.921094	0.899375	0.903000	0.913188	0.909375	0.868375	0.885938	0.837875	0.841312	0.832812	0.864875	0.861781	0.879312	0.848094	0.848094	0.848094	0.848094	0.848094	
0.950719	0.930781	0.934750	0.932594	0.922656	0.918969	0.905656	0.899438	0.898594	0.905375	0.899625	0.860062	0.881031	0.831781	0.828062	0.826812	0.856281	0.853031	0.873406	0.837156	0.837156	0.837156	0.837156	0.837156	
0.945688	0.927844	0.922719	0.919344	0.906406	0.909875	0.889156	0.887656	0.890000	0.888875	0.884906	0.847531	0.866937	0.821125	0.814156	0.811719	0.846281	0.838906	0.862062	0.824656	0.824656	0.824656	0.824656	0.824656	
0.941875	0.923781	0.906187	0.910062	0.897250	0.902531	0.875156	0.879000	0.878125	0.884531	0.882594	0.837594	0.859469	0.807844	0.805344	0.805500	0.835844	0.832688	0.850031	0.821375	0.821375	0.821375	0.821375	0.821375	
0.936313	0.920531	0.901344	0.900875	0.886844	0.892719	0.867719	0.862844	0.871969	0.874313	0.876750	0.828500	0.846250	0.794375	0.793406	0.791594	0.825344	0.821281	0.840156	0.810031	0.810031	0.810031	0.810031	0.810031	
0.934344	0.912906	0.884844	0.882344	0.875750	0.879344	0.853563	0.851750	0.860875	0.865656	0.868375	0.820719	0.829094	0.778250	0.784312	0.777000	0.812719	0.805156	0.829875	0.788938	0.788938	0.788938	0.788938	0.788938	
0.925500	0.905188	0.880156	0.879781	0.867594	0.869531	0.845938	0.835406	0.846625	0.860781	0.865406	0.812375	0.819594	0.760281	0.776125	0.769719	0.799031	0.794750	0.815125	0.781344	0.781344	0.781344	0.781344	0.781344	
0.913219	0.893406	0.870719	0.871469	0.861375	0.848625	0.834156	0.816250	0.833344	0.848656	0.855438	0.800156	0.811969	0.739156	0.762250	0.750781	0.789875	0.777313	0.800438	0.763469	0.763469	0.763469	0.763469	0.763469	
0.899281	0.874781	0.854937	0.856750	0.851375	0.827000	0.825000	0.797125	0.815969	0.835156	0.842656	0.783313	0.786281	0.712562	0.747031	0.729531	0.766219	0.754500	0.781313	0.739531	0.739531	0.739531	0.739531	0.739531	
0.886062	0.855625	0.847125	0.848688	0.842844	0.803219	0.818312	0.771813	0.794969	0.824250	0.837938	0.769500	0.763656	0.688750	0.728750	0.710219	0.744344	0.738406	0.755906	0.718500	0.718500	0.718500	0.718500	0.718500	
0.868625	0.833219	0.839219	0.844094	0.832281	0.776750	0.803031	0.749219	0.774312	0.806063	0.825375	0.745812	0.746844	0.660969	0.707781	0.685563	0.722469	0.710844	0.737500	0.692187	0.692187	0.692187	0.692187	0.692187	
0.849469	0.808563	0.820125	0.827125	0.814438	0.751219	0.781094	0.722375	0.751281	0.783969	0.803281	0.722969	0.713469	0.630875	0.684688	0.658188	0.691906	0.679156	0.701563	0.660313	0.660313	0.660313	0.660313	0.660313	
0.832875	0.783719	0.797250	0.808625	0.797000	0.732656	0.758906	0.703094	0.729656	0.761188	0.786719	0.695937	0.689281	0.607469	0.664375	0.635938	0.665687	0.657219	0.674094	0.639219	0.639219	0.639219	0.639219	0.639219	
0.812469	0.758750	0.776813	0.790938	0.783531	0.714000	0.738031	0.686344	0.714031	0.735750	0.767844	0.677594	0.668687	0.587813	0.641969	0.617312	0.644594	0.634156	0.656250	0.614469	0.614469	0.614469	0.614469	0.614469	
0.790438	0.732219	0.749500	0.762063	0.755000	0.701469	0.706125	0.670406	0.693719	0.706375	0.741094	0.654594	0.645281	0.568656	0.615625	0.588688	0.612000	0.603438	0.620219	0.590719	0.590719	0.590719	0.590719	0.590719	
0.780156	0.711219	0.721469	0.739031	0.731688	0.689781	0.678906	0.657875	0.677406	0.685281	0.724562	0.633000	0.623188	0.558250	0.594406	0.573281	0.594625	0.583313	0.593219	0.571406	0.571406	0.571406	0.571406	0.571406	
0.768406	0.702063	0.702750	0.721656	0.713031	0.683938	0.658219	0.646875	0.668594	0.665094	0.710719	0.616469	0.605844	0.549781	0.579781	0.563813	0.581719	0.569000	0.583125	0.559562	0.559562	0.559562	0.559562	0.559562	
0.757844	0.685469	0.677844	0.697313	0.695156	0.692375	0.631188	0.649219	0.661625	0.646281	0.694594	0.605125	0.597219	0.551562	0.568250	0.558531	0.572156	0.558250	0.571531	0.555531	0.555531	0.555531	0.555531	0.555531	
0.746250	0.680219	0.657719	0.680219	0.680219	0.704000	0.616563	0.659687	0.664875	0.631906	0.683656	0.605656	0.602187	0.563281	0.566875	0.563594	0.571000	0.554844	0.576563	0.562719	0.562719	0.562719	0.562719	0.562719	
0.745406	0.683906	0.648156	0.667125	0.672937	0.715062	0.608031	0.667344	0.667281	0.624437	0.675344	0.607906	0.608844	0.576969	0.566719	0.565781	0.577063	0.555219	0.578063	0.564063	0.564063	0.564063	0.564063	0.564063	
0.747969	0.696063	0.645062	0.664813	0.680719	0.728313	0.612062	0.680750	0.676250	0.632406	0.680688	0.615375	0.615594	0.594000	0.575438	0.574031	0.584000	0.567375	0.583781	0.573406	0.573406	0.573406	0.573406	0.573406	
0.757781	0.712438	0.659406	0.679031	0.696469	0.749531	0.627906	0.695969	0.693719	0.645563	0.695750	0.627844	0.625906	0.616406	0.587656	0.586375	0.604281	0.580875	0.598187	0.588375	0.588375	0.588375	0.588375	0.588375	
0.768563	0.730219	0.671469	0.688031	0.709875	0.766969	0.636344	0.715188	0.705906	0.650281	0.701469	0.635094	0.636469	0.635969	0.596125	0.596688	0.612688	0.586875	0.606187	0.590531	0.590531	0.590531	0.590531	0.590531	
0.779656	0.749750	0.683844	0.698281	0.719625	0.786469	0.650125	0.736219	0.721375	0.658750	0.711562	0.649281	0.646250	0.656219	0.608219	0.607969	0.627906	0.599781	0.620062	0.606187	0.606187	0.606187	0.606187	0.606187	
0.795219	0.774500	0.705156	0.716781	0.745563	0.800406	0.671875	0.757844	0.743688	0.671344	0.723719	0.660594	0.659188	0.679750	0.619719	0.620812	0.641437	0.613531	0.631063	0.616844	0.616844	0.616844	0.616844	0.616844	
0.805906	0.797875	0.723313	0.730531	0.764563	0.807781	0.688594	0.774219	0.756500	0.680688	0.727969	0.666625	0.665094	0.691563	0.630156	0.625719	0.649875	0.618188	0.638469	0.617781	0.617781	0.617781	0.617781	0.617781	
0.821281	0.813750	0.739906	0.746125	0.780969	0.818094	0.708156	0.784469	0.768656	0.692875	0.736844	0.672063	0.669969	0.706438	0.638313	0.636906	0.662875	0.630750	0.642781	0.631375	0.631375	0.631375	0.631375	0.631375	
0.837219	0.832188	0.754219	0.760344	0.794906	0.830156	0.718688	0.795531	0.782438	0.702250	0.747125	0.682906	0.682281	0.721844	0.650594	0.649344	0.677250	0.646562	0.657062	0.640688	0.640688	0.640688	0.640688	0.640688	
0.846250	0.838938	0.760813	0.766312	0.800094	0.837656	0.721125	0.808281	0.795531	0.709750	0.750063	0.693344	0.692562	0.737094	0.661656	0.659563	0.685125	0.657281	0.669969	0.653094	0.653094	0.653094	0.653094	0.653094	
0.856875	0.848375	0.761906	0.769719	0.807906	0.850219	0.730813	0.821781	0.810531	0.724625	0.759531	0.708656	0.717844	0.757875	0.678344	0.679594	0.705406	0.682063	0.693500	0.679344	0.679344	0.679344	0.679344	0.679344	
0.868625	0.852781	0.773688	0.779156	0.815438	0.860625	0.749125	0.841781	0.822750	0.740250	0.774781	0.732313	0.745281	0.771281	0.702063	0.701125	0.723812	0.702969	0.723906	0.700594	0.700594	0.700594	0.700594	0.700594	
0.881250	0.860031	0.787344	0.793500	0.828812	0.866281	0.767406	0.849938	0.832437	0.764156	0.788000	0.753563	0.770813	0.785906	0.720125	0.716969	0.744281	0.730938	0.745688	0.723344	0.723344	0.723344	0.723344	0.723344	
0.892281	0.869813	0.808031	0.815875	0.843938	0.872281	0.792719	0.859063	0.838031	0.797531	0.812094	0.779062	0.796938	0.793000	0.740844	0.739844	0.765625	0.754000	0.771281	0.747219	0.747219	0.747219	0.747219	0.747219	
0.899656	0.876062	0.829656	0.836000	0.855687	0.878656	0.813937	0.859844	0.854719	0.819937	0.833875	0.799469	0.818000	0.793156	0.759094	0.751125	0.783062	0.772531	0.796875	0.762906	0.762906	0.762906	0.762906	0.762906	
0.902375	0.878156	0.839562	0.847063	0.863500	0.872531	0.825562	0.859750	0.848344	0.837375	0.841781	0.809438	0.831094	0.786938	0.766969	0.759094	0.786906	0.779813	0.806750	0.768687	0.768687	0.768687	0.768687	0.768687	
0.904313	0.879594	0.852906	0.861656	0.866188	0.868406	0.839094	0.859063	0.847938	0.850094	0.853563	0.811000	0.835187	0.778656	0.769688	0.760531	0.791406	0.785438	0.811531	0.773000	0.773000	0.773000	0.773000	0.773000	
0.901687	0.881344	0.863500	0.871844	0.865125	0.856750	0.841875	0.846563	0.839875	0.854062	0.853719	0.808156	0.826594	0.763000	0.765969	0.750812	0.785438	0.778250	0.806969	0.761156	0.761156	0.761156	0.761156	0.761156	
