Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,ENV,,,
Horizontal Units,s,,,
Horizontal Scale,1e-05,,,
Horizontal Delay,0,0,0,0
Sample Interval,1e-08,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.05,0.2,0.1,5
Vertical Position,-3.08,-1.58,-0.7,-0.96
Label,,,,
TIME,CH1,CH2,CH3,CH4
-5.0000e-05,0.0779453,0.067375,0.00771875,-0.286719
-4.9990e-05,0.0788516,0.0659688,0.00575,-0.277344
-4.9980e-05,0.0785547,0.0665312,0.00659375,-0.2
-4.9970e-05,0.0788125,0.06625,0.0053125,-0.239062
-4.9960e-05,0.0797969,0.0657813,0.0061875,-0.190625
-4.9950e-05,0.0803281,0.0661562,0.00676563,-0.260937
-4.9940e-05,0.0794687,0.0662812,0.00657813,-0.225
-4.9930e-05,0.0800703,0.0655,0.00614063,-0.175781
-4.9920e-05,0.080125,0.0659062,0.007,-0.217187
-4.9910e-05,0.0791172,0.06575,0.00685938,-0.28125
-4.9900e-05,0.0788594,0.06675,0.00629688,-0.253906
-4.9890e-05,0.0781797,0.0665625,0.00576563,-0.295312
-4.9880e-05,0.0776172,0.0641562,0.00710938,-0.297656
-4.9870e-05,0.0777188,0.0660312,0.00525,-0.216406
-4.9860e-05,0.0774609,0.0639375,0.007125,-0.233594
-4.9850e-05,0.0766094,0.0655312,0.00657813,-0.221875
-4.9840e-05,0.0789687,0.068375,0.00585938,-0.222656
-4.9830e-05,0.0795859,0.0643437,0.00659375,-0.269531
-4.9820e-05,0.0782734,0.0636875,0.00596875,-0.223437
-4.9810e-05,0.0792031,0.0655312,0.00635938,-0.202344
-4.9800e-05,0.0784844,0.06475,0.00695313,-0.238281
-4.9790e-05,0.0802109,0.0669375,0.00676563,-0.253906
-4.9780e-05,0.0782812,0.06475,0.00729688,-0.238281
-4.9770e-05,0.0787969,0.0645312,0.0075625,-0.208594
-4.9760e-05,0.0784297,0.065125,0.00657813,-0.21875
-4.9750e-05,0.0783672,0.0645938,0.00671875,-0.236719
-4.9740e-05,0.0783516,0.0660312,0.00595313,-0.304688
-4.9730e-05,0.0783594,0.0665312,0.0055625,-0.21875
-4.9720e-05,0.0786719,0.06575,0.0063125,-0.23125
-4.9710e-05,0.0794453,0.0655625,0.00625,-0.273438
-4.9700e-05,0.0788203,0.0645312,0.00640625,-0.210938
-4.9690e-05,0.0784844,0.0650938,0.00596875,-0.302344
-4.9680e-05,0.0791172,0.0649062,0.00675,-0.229687
-4.9670e-05,0.0788906,0.065875,0.00684375,-0.23125
-4.9660e-05,0.0786328,0.0632187,0.00707813,-0.235937
-4.9650e-05,0.0779375,0.0647187,0.00620313,-0.232812
-4.9640e-05,0.0784375,0.0660938,0.00665625,-0.220312
-4.9630e-05,0.0780469,0.06675,0.00809375,-0.260156
-4.9620e-05,0.07775,0.066125,0.00598438,-0.207031
-4.9610e-05,0.0781875,0.0671875,0.006625,-0.230469
-4.9600e-05,0.0782578,0.0657813,0.00553125,-0.232812
-4.9590e-05,0.0791953,0.065375,0.00546875,-0.21875
-4.9580e-05,0.0793203,0.0659062,0.0061875,-0.225
-4.9570e-05,0.08025,0.0653125,0.007125,-0.295312
-4.9560e-05,0.0801562,0.0650938,0.00696875,-0.220312
-4.9550e-05,0.0818047,0.0671563,0.00576563,-0.210156
-4.9540e-05,0.0817969,0.0661875,0.00839063,-0.264062
-4.9530e-05,0.0799687,0.06475,0.008125,-0.241406
-4.9520e-05,0.0808828,0.0634062,0.00614063,-0.288281
-4.9510e-05,0.0792031,0.0644062,0.00707813,-0.246875
-4.9500e-05,0.0789609,0.0651562,0.00742188,-0.178906
-4.9490e-05,0.0780469,0.0654062,0.0069375,-0.228125
-4.9480e-05,0.0778828,0.065875,0.00640625,-0.3
-4.9470e-05,0.0785234,0.0665312,0.00607813,-0.224219
-4.9460e-05,0.0788516,0.0659375,0.0058125,-0.284375
-4.9450e-05,0.0780937,0.0667187,0.00614063,-0.211719
-4.9440e-05,0.0787109,0.066,0.00678125,-0.277344
-4.9430e-05,0.0787031,0.0650625,0.00603125,-0.257812
-4.9420e-05,0.0796719,0.0649688,0.00648438,-0.242969
-4.9410e-05,0.0789375,0.0665625,0.0075625,-0.214844
-4.9400e-05,0.0793125,0.0655312,0.00751563,-0.18125
-4.9390e-05,0.0788437,0.0650625,0.00620313,-0.244531
-4.9380e-05,0.0799375,0.0658437,0.00642188,-0.238281
-4.9370e-05,0.0792969,0.0659375,0.00592188,-0.264844
-4.9360e-05,0.0778594,0.0662187,0.00725,-0.260156
-4.9350e-05,0.0793437,0.0665,0.00645313,-0.233594
-4.9340e-05,0.0793672,0.0658125,0.00735938,-0.225781
-4.9330e-05,0.0801328,0.0647187,0.00782813,-0.254687
-4.9320e-05,0.0799297,0.0650938,0.0065625,-0.254687
-4.9310e-05,0.0801719,0.065125,0.00670313,-0.236719
-4.9300e-05,0.0805703,0.06675,0.00546875,-0.222656
-4.9290e-05,0.0801797,0.065125,0.00653125,-0.259375
-4.9280e-05,0.0789844,0.0643437,0.00701563,-0.226562
-4.9270e-05,0.0789766,0.0646875,0.00707813,-0.24375
-4.9260e-05,0.0782656,0.0637187,0.00670313,-0.2125
-4.9250e-05,0.0782578,0.0646875,0.006625,-0.296094
-4.9240e-05,0.0773906,0.0625938,0.0079375,-0.253906
-4.9230e-05,0.0767422,0.065625,0.00685938,-0.229687
-4.9220e-05,0.0779766,0.0654688,0.00601563,-0.21875
-4.9210e-05,0.0780078,0.0637813,0.00628125,-0.159375
-4.9200e-05,0.0786328,0.0651875,0.00571875,-0.213281
-4.9190e-05,0.0781797,0.0650312,0.00614063,-0.219531
-4.9180e-05,0.0789062,0.0664062,0.00576563,-0.296875
-4.9170e-05,0.0800469,0.0643437,0.00670313,-0.284375
-4.9160e-05,0.0785312,0.0645938,0.00664063,-0.26875
-4.9150e-05,0.078875,0.0652813,0.00704688,-0.157031
-4.9140e-05,0.0784766,0.0640938,0.00715625,-0.210156
-4.9130e-05,0.0794766,0.0649062,0.00670313,-0.3
