Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,ENV,,,
Horizontal Units,s,,,
Horizontal Scale,1e-05,,,
Horizontal Delay,0,0,0,0
Sample Interval,1e-08,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.05,0.2,0.1,5
Vertical Position,-3.08,-1.58,-0.7,-0.96
Label,,,,
TIME,CH1,CH2,CH3,CH4
-5.0000e-05,0.0920156,0.0779063,0.00695313,-0.296094
-4.9990e-05,0.093875,0.081,0.0070625,-0.196094
-4.9980e-05,0.0930391,0.07725,0.00664063,-0.189844
-4.9970e-05,0.0933516,0.0786875,0.00792188,-0.184375
-4.9960e-05,0.0931719,0.0775,0.00648438,-0.173437
-4.9950e-05,0.0932187,0.0773437,0.007375,-0.174219
-4.9940e-05,0.0939297,0.0795312,0.00675,-0.226562
-4.9930e-05,0.0937578,0.0755937,0.00690625,-0.260156
-4.9920e-05,0.0939297,0.0775625,0.00609375,-0.196875
-4.9910e-05,0.093375,0.081,0.00707813,-0.216406
-4.9900e-05,0.093125,0.0786875,0.00575,-0.260156
-4.9890e-05,0.0934297,0.076125,0.00746875,-0.220312
-4.9880e-05,0.09425,0.077625,0.00725,-0.182031
-4.9870e-05,0.0933047,0.0774688,0.00667188,-0.225781
-4.9860e-05,0.0933438,0.0781563,0.0066875,-0.229687
-4.9850e-05,0.0935625,0.07675,0.00653125,-0.171094
-4.9840e-05,0.093375,0.0744063,0.00689063,-0.232812
-4.9830e-05,0.0931797,0.078625,0.00614063,-0.239844
-4.9820e-05,0.0932891,0.07975,0.00710938,-0.23125
-4.9810e-05,0.0927422,0.0807812,0.00634375,-0.252344
-4.9800e-05,0.0925234,0.0794375,0.00764063,-0.247656
-4.9790e-05,0.0932578,0.0780625,0.00739063,-0.2625
-4.9780e-05,0.0916328,0.07625,0.00715625,-0.183594
-4.9770e-05,0.0933203,0.0780625,0.00725,-0.298437
-4.9760e-05,0.0923281,0.0774063,0.00660938,-0.197656
-4.9750e-05,0.0932187,0.0795312,0.0076875,-0.2125
-4.9740e-05,0.0932187,0.0792812,0.006875,-0.242188
-4.9730e-05,0.0928438,0.078375,0.00570313,-0.241406
-4.9720e-05,0.0939375,0.0791563,0.00729688,-0.238281
-4.9710e-05,0.0932344,0.0794063,0.00595313,-0.266406
-4.9700e-05,0.0939766,0.0785937,0.00615625,-0.225
-4.9690e-05,0.0928828,0.0774375,0.00625,-0.257812
-4.9680e-05,0.0935938,0.0794063,0.00582813,-0.226562
-4.9670e-05,0.0927578,0.081,0.00675,-0.241406
-4.9660e-05,0.0938359,0.078,0.00846875,-0.273438
-4.9650e-05,0.0930547,0.080125,0.00632813,-0.260156
-4.9640e-05,0.0940938,0.0771875,0.0069375,-0.192187
-4.9630e-05,0.0923906,0.078125,0.00614063,-0.25
-4.9620e-05,0.0940469,0.0798437,0.0055625,-0.233594
-4.9610e-05,0.0924531,0.0790312,0.006625,-0.164062
-4.9600e-05,0.0930938,0.07725,0.00701563,-0.199219
-4.9590e-05,0.0936172,0.0795937,0.00654688,-0.205469
-4.9580e-05,0.0928984,0.0796563,0.00607813,-0.195312
-4.9570e-05,0.0943984,0.0777812,0.00617188,-0.185156
-4.9560e-05,0.0928125,0.079875,0.00632813,-0.232812
-4.9550e-05,0.0933438,0.079625,0.00573437,-0.214844
-4.9540e-05,0.0925625,0.0788125,0.006625,-0.226562
-4.9530e-05,0.0934687,0.0795937,0.0060625,-0.217969
-4.9520e-05,0.0933125,0.0787812,0.00729688,-0.241406
-4.9510e-05,0.0931328,0.0802812,0.00751563,-0.246875
-4.9500e-05,0.0942109,0.0785937,0.00657813,-0.222656
-4.9490e-05,0.0935156,0.0785,0.00646875,-0.275781
-4.9480e-05,0.0944297,0.0790625,0.00635938,-0.182031
-4.9470e-05,0.0937656,0.0769063,0.00629688,-0.232812
-4.9460e-05,0.0934219,0.0786875,0.0075625,-0.217969
-4.9450e-05,0.0936016,0.0777812,0.00659375,-0.215625
-4.9440e-05,0.09225,0.0780312,0.0065,-0.244531
-4.9430e-05,0.0925469,0.0768125,0.00709375,-0.211719
-4.9420e-05,0.0925938,0.07775,0.0063125,-0.234375
-4.9410e-05,0.0918047,0.0792812,0.00675,-0.282031
-4.9400e-05,0.0923594,0.077625,0.006125,-0.283594
-4.9390e-05,0.0916562,0.0779688,0.0064375,-0.246875
-4.9380e-05,0.0917266,0.0799375,0.00657813,-0.252344
-4.9370e-05,0.0926016,0.0795312,0.00623438,-0.254687
-4.9360e-05,0.0920938,0.075375,0.00704688,-0.265625
-4.9350e-05,0.0932109,0.0802188,0.0071875,-0.171875
-4.9340e-05,0.0936953,0.077,0.0055625,-0.21875
-4.9330e-05,0.0940938,0.078125,0.00634375,-0.208594
-4.9320e-05,0.0944141,0.0786875,0.00709375,-0.189844
-4.9310e-05,0.0936406,0.079,0.00639063,-0.235937
-4.9300e-05,0.0950781,0.0777812,0.00595313,-0.208594
-4.9290e-05,0.0934922,0.0785937,0.00654688,-0.220312
-4.9280e-05,0.0939687,0.0779063,0.00703125,-0.233594
-4.9270e-05,0.0931406,0.078375,0.00673438,-0.253906
-4.9260e-05,0.0937344,0.0778125,0.0060625,-0.235937
-4.9250e-05,0.0926172,0.0779688,0.00725,-0.155469
-4.9240e-05,0.0936719,0.0778125,0.00579688,-0.242969
-4.9230e-05,0.0921875,0.0778125,0.0063125,-0.207031
-4.9220e-05,0.0924141,0.0796563,0.00573437,-0.225781
-4.9210e-05,0.0928516,0.08,0.00590625,-0.175
-4.9200e-05,0.0921094,0.0770625,0.00665625,-0.214844
-4.9190e-05,0.0919687,0.0770625,0.00723438,-0.198437
-4.9180e-05,0.0923516,0.0792812,0.00773438,-0.234375
-4.9170e-05,0.0925234,0.0743437,0.0065625,-0.20625
-4.9160e-05,0.0934219,0.07975,0.00610938,-0.25
-4.9150e-05,0.0933594,0.0765937,0.0073125,-0.214844
-4.9140e-05,0.0924922,0.0784688,0.0068125,-0.273438
-4.9130e-05,0.0936953,0.07925,0.00607813,-0.230469
