Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,ENV,,,
Horizontal Units,s,,,
Horizontal Scale,1e-05,,,
Horizontal Delay,0,0,0,0
Sample Interval,1e-08,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.05,0.2,0.1,5
Vertical Position,-3.08,-1.58,-0.7,-0.96
Label,,,,
TIME,CH1,CH2,CH3,CH4
-5.0000e-05,0.0785937,0.0674687,0.00892188,-0.272656
-4.9990e-05,0.0786328,0.064625,0.00685938,-0.20625
-4.9980e-05,0.0790391,0.0672812,0.00507813,-0.267187
-4.9970e-05,0.0790312,0.0648437,0.0079375,-0.266406
-4.9960e-05,0.0784453,0.065625,0.00671875,-0.236719
-4.9950e-05,0.0789844,0.0649375,0.00698438,-0.310156
-4.9940e-05,0.0802578,0.0675312,0.0049375,-0.221875
-4.9930e-05,0.0805312,0.0654062,0.00629688,-0.228125
-4.9920e-05,0.0797422,0.0658437,0.0064375,-0.263281
-4.9910e-05,0.0796016,0.0649688,0.0065625,-0.292187
-4.9900e-05,0.0800312,0.063125,0.00529688,-0.250781
-4.9890e-05,0.0797891,0.0648437,0.00671875,-0.208594
-4.9880e-05,0.0787812,0.0638437,0.00896875,-0.278906
-4.9870e-05,0.0788359,0.062375,0.00676563,-0.307812
-4.9860e-05,0.0773672,0.0643437,0.00670313,-0.264844
-4.9850e-05,0.0778906,0.06625,0.00678125,-0.245312
-4.9840e-05,0.0773516,0.064875,0.00701563,-0.270312
-4.9830e-05,0.0774219,0.0672187,0.00726563,-0.217187
-4.9820e-05,0.0785937,0.0675,0.00548437,-0.225
-4.9810e-05,0.0787344,0.0652813,0.00628125,-0.210156
-4.9800e-05,0.0793906,0.0676875,0.00679688,-0.25
-4.9790e-05,0.0796016,0.0661562,0.00717188,-0.219531
-4.9780e-05,0.0806328,0.0688125,0.0060625,-0.2
-4.9770e-05,0.0804453,0.0642813,0.004625,-0.263281
-4.9760e-05,0.0807422,0.0653437,0.00625,-0.211719
-4.9750e-05,0.0795781,0.0675938,0.0074375,-0.238281
-4.9740e-05,0.0790469,0.0640938,0.00698438,-0.233594
-4.9730e-05,0.0794141,0.0664687,0.00628125,-0.226562
-4.9720e-05,0.0794453,0.0671563,0.00654688,-0.253125
-4.9710e-05,0.0783828,0.0670625,0.007125,-0.20625
-4.9700e-05,0.0785859,0.0657187,0.00740625,-0.276562
-4.9690e-05,0.0793047,0.0657187,0.00689063,-0.2
-4.9680e-05,0.0801953,0.0668438,0.00557813,-0.28125
-4.9670e-05,0.0802031,0.0672187,0.00584375,-0.274219
-4.9660e-05,0.0803828,0.0628437,0.00604688,-0.182031
-4.9650e-05,0.0804922,0.0643125,0.0049375,-0.274219
-4.9640e-05,0.0801094,0.063125,0.00540625,-0.267969
-4.9630e-05,0.0799141,0.0637187,0.00575,-0.198437
-4.9620e-05,0.0780937,0.0637813,0.00735938,-0.188281
-4.9610e-05,0.0784766,0.0640938,0.00535937,-0.219531
-4.9600e-05,0.0783047,0.0634062,0.006,-0.240625
-4.9590e-05,0.0777656,0.0665938,0.00654688,-0.265625
-4.9580e-05,0.0774844,0.0668125,0.00598438,-0.242188
-4.9570e-05,0.0783672,0.0655,0.0068125,-0.255469
-4.9560e-05,0.0788672,0.065375,0.00570313,-0.192187
-4.9550e-05,0.0802891,0.0654062,0.007,-0.278125
-4.9540e-05,0.0802187,0.0666563,0.00534375,-0.248437
-4.9530e-05,0.0807891,0.0648437,0.00629688,-0.24375
-4.9520e-05,0.0818906,0.0648437,0.00546875,-0.213281
-4.9510e-05,0.0814609,0.0664375,0.00646875,-0.217969
-4.9500e-05,0.0802891,0.0650312,0.00625,-0.261719
-4.9490e-05,0.0812031,0.0648437,0.00535937,-0.216406
-4.9480e-05,0.0802891,0.0649375,0.00625,-0.323437
-4.9470e-05,0.0799219,0.0649375,0.007,-0.233594
-4.9460e-05,0.0791797,0.063,0.00689063,-0.254687
-4.9450e-05,0.0791797,0.0660312,0.006,-0.272656
-4.9440e-05,0.0796328,0.0667812,0.00635938,-0.24375
-4.9430e-05,0.0791562,0.0644375,0.00665625,-0.255469
-4.9420e-05,0.0788047,0.0671875,0.00514063,-0.267969
-4.9410e-05,0.0793984,0.0638125,0.00604688,-0.197656
-4.9400e-05,0.07925,0.0645312,0.00590625,-0.220312
-4.9390e-05,0.0793984,0.0646875,0.00571875,-0.26875
-4.9380e-05,0.0798672,0.06425,0.00628125,-0.186719
-4.9370e-05,0.0789297,0.0639062,0.00570313,-0.267187
-4.9360e-05,0.0783047,0.0649375,0.00485937,-0.246875
-4.9350e-05,0.0781328,0.0650625,0.0059375,-0.246094
-4.9340e-05,0.0782734,0.0640312,0.00635938,-0.239062
-4.9330e-05,0.0780312,0.0657187,0.00634375,-0.263281
-4.9320e-05,0.0788828,0.0658125,0.00571875,-0.164062
-4.9310e-05,0.0785547,0.065625,0.00678125,-0.201562
-4.9300e-05,0.0800156,0.0656562,0.00670313,-0.232031
-4.9290e-05,0.0796641,0.0641875,0.008,-0.276562
-4.9280e-05,0.0814141,0.0657813,0.00590625,-0.230469
-4.9270e-05,0.0806953,0.0644688,0.00685938,-0.25
-4.9260e-05,0.0812656,0.0644375,0.00745313,-0.23125
-4.9250e-05,0.0802031,0.0644375,0.00759375,-0.254687
-4.9240e-05,0.0799062,0.0670938,0.0059375,-0.264844
-4.9230e-05,0.0792266,0.0646875,0.00620313,-0.239062
-4.9220e-05,0.0786016,0.0655625,0.00557813,-0.211719
-4.9210e-05,0.0777266,0.0629062,0.00739063,-0.241406
-4.9200e-05,0.077875,0.0655,0.0054375,-0.264844
-4.9190e-05,0.0778281,0.0664375,0.0055,-0.257812
-4.9180e-05,0.0784766,0.0670625,0.00703125,-0.249219
-4.9170e-05,0.0784609,0.0650312,0.00634375,-0.2125
-4.9160e-05,0.0792031,0.0675625,0.00490625,-0.207812
-4.9150e-05,0.0800234,0.06575,0.00598438,-0.221094
-4.9140e-05,0.0798281,0.0670938,0.006125,-0.267969
-4.9130e-05,0.0801641,0.06425,0.00748438,-0.314062
