 +1638	 +4061	 +4031	   +37	
 +1635	 +4038	 +4059	   +62	
 +1632	 +4029	 +4048	   +65	
 +1629	 +4026	 +4019	   +60	
 +1626	 +4021	 +4013	   +28	
 +1614	 +3995	 +3996	   +25	
 +1614	 +4015	 +3990	   +57	
 +1611	 +3974	 +3999	   +48	
 +1606	 +3954	 +3993	   +45	
 +1603	 +3954	 +3947	   +31	
 +1606	 +3937	 +3962	   +31	
 +1606	 +3946	 +3930	   +34	
 +1603	 +3943	 +3950	   +39	
 +1591	 +3917	 +3895	   +42	
 +1591	 +3896	 +3927	   +65	
 +1591	 +3879	 +3895	   +62	
 +1588	 +3879	 +3893	   +39	
 +1582	 +3868	 +3878	   +22	
 +1580	 +3842	 +3875	   +51	
 +1577	 +3824	 +3861	   +51	
 +1577	 +3816	 +3855	   +39	
 +1562	 +3818	 +3852	   +60	
 +1568	 +3790	 +3827	   +62	
 +1565	 +3778	 +3818	   +48	
 +1568	 +3801	 +3815	   +48	
 +1557	 +3792	 +3803	   +74	
 +1559	 +3778	 +3772	   +37	
 +1557	 +3761	 +3772	   +71	
 +1557	 +3749	 +3778	   +68	
 +1542	 +3749	 +3760	   +54	
 +1539	 +3732	 +3729	   +45	
 +1542	 +3740	 +3723	   +42	
 +1548	 +3706	 +3726	   +34	
 +1536	 +3694	 +3706	   +48	
 +1536	 +3680	 +3729	   +42	
 +1536	 +3677	 +3703	   +37	
 +1528	 +3665	 +3683	   +51	
 +1519	 +3648	 +3666	   +51	
 +1528	 +3654	 +3666	   +62	
 +1522	 +3625	 +3663	   +45	
 +1516	 +3628	 +3646	   +48	
 +1516	 +3631	 +3651	   +57	
 +1516	 +3605	 +3631	   +17	
 +1504	 +3622	 +3617	   +42	
 +1501	 +3590	 +3617	   +65	
 +1496	 +3582	 +3605	   +60	
 +1487	 +3564	 +3605	   +57	
 +1496	 +3538	 +3571	   +65	
 +1499	 +3512	 +3568	   +39	
 +1487	 +3530	 +3582	   +54	
 +1481	 +3512	 +3548	   +31	
 +1478	 +3489	 +3539	   +68	
 +1478	 +3498	 +3562	   +42	
 +1476	 +3478	 +3505	   +39	
 +1481	 +3455	 +3522	   +28	
 +1476	 +3460	 +3482	   +60	
 +1470	 +3483	 +3487	   +51	
 +1461	 +3457	 +3505	   +37	
 +1455	 +3428	 +3487	   +57	
 +1458	 +3420	 +3450	   +54	
 +1464	 +3426	 +3470	   +39	
 +1449	 +3394	 +3470	   +37	
 +1449	 +3377	 +3473	   +34	
 +1449	 +3377	 +3439	   +14	
 +1447	 +3400	 +3447	   +51	
 +1438	 +3353	 +3447	   +51	
 +1444	 +3356	 +3424	   +54	
 +1447	 +3362	 +3395	   +28	
 +1444	 +3345	 +3398	   +39	
 +1432	 +3336	 +3398	   +54	
 +1432	 +3313	 +3401	   +39	
 +1420	 +3324	 +3384	   +62	
 +1423	 +3298	 +3358	   +51	
 +1418	 +3287	 +3350	   +39	
 +1426	 +3278	 +3355	   +42	
 +1426	 +3264	 +3347	   +45	
 +1418	 +3270	 +3321	   +31	
 +1412	 +3278	 +3324	   +45	
 +1409	 +3232	 +3298	   +34	
 +1403	 +3252	 +3292	   +28	
 +1397	 +3247	 +3272	   +65	
 +1394	 +3220	 +3269	   +37	
 +1397	 +3229	 +3278	   +54	
 +1394	 +3177	 +3266	   +77	
 +1406	 +3209	 +3269	   +31	
 +1394	 +3194	 +3246	   +39	
 +1392	 +3171	 +3229	   +51	
 +1383	 +3148	 +3226	   +62	
 +1386	 +3154	 +3214	   +34	
 +1371	 +3125	 +3217	   +31	
 +1371	 +3134	 +3220	   +48	
 +1371	 +3131	 +3189	   +74	
 +1371	 +3111	 +3209	   +45	
 +1368	 +3117	 +3180	   +57	
 +1368	 +3099	 +3186	   +57	
 +1366	 +3085	 +3169	   +54	
 +1368	 +3105	 +3160	   +48	
 +1357	 +3102	 +3146	   +45	
 +1354	 +3073	 +3134	   +25	
 +1345	 +3056	 +3108	   +39	
 +1354	 +3059	 +3131	   +28	
 +1348	 +3062	 +3100	   +45	
 +1348	 +3036	 +3105	   +68	
 +1342	 +3041	 +3117	   +60	
 +1348	 +3027	 +3082	   +48	
 +1348	 +3010	 +3085	   +51	
 +1342	 +3004	 +3077	   +60	
 +1337	 +3004	 +3085	   +57	
 +1345	 +2981	 +3079	   +45	
 +1334	 +2978	 +3057	   +22	
 +1339	 +2995	 +3036	   +45	
 +1322	 +2969	 +3039	   +51	
 +1325	 +2966	 +3042	   +31	
 +1322	 +2943	 +3045	   +57	
 +1319	 +2934	 +3028	   +60	
 +1319	 +2929	 +2999	   +51	
 +1313	 +2934	 +3016	   +48	
 +1308	 +2903	 +2996	   +62	
 +1316	 +2923	 +2993	   +42	
 +1310	 +2903	 +2973	   +51	
 +1308	 +2894	 +2993	   +42	
 +1310	 +2882	 +2973	   +39	
 +1305	 +2888	 +2953	   +54	
 +1296	 +2882	 +2962	   +51	
 +1296	 +2851	 +2942	   +57	
 +1290	 +2871	 +2947	   +39	
 +1290	 +2871	 +2933	   +48	
 +1287	 +2856	 +2927	   +34	
 +1284	 +2833	 +2927	   +60	
 +1282	 +2813	 +2907	   +48	
 +1282	 +2822	 +2887	   +51	
 +1282	 +2813	 +2893	   +39	
 +1287	 +2799	 +2916	   +28	
 +1270	 +2790	 +2936	   +54	
 +1270	 +2802	 +2884	   +37	
 +1264	 +2764	 +2867	   +22	
 +1273	 +2776	 +2855	   +60	
 +1258	 +2750	 +2867	   +34	
 +1258	 +2758	 +2850	   +37	
 +1261	 +2776	 +2855	   +45	
 +1267	 +2752	 +2835	   +25	
 +1255	 +2724	 +2841	   +42	
 +1261	 +2726	 +2844	   +45	
 +1258	 +2726	 +2801	   +48	
 +1258	 +2712	 +2827	   +31	
 +1250	 +2744	 +2801	   +65	
 +1247	 +2695	 +2804	   +37	
 +1235	 +2706	 +2786	   +60	
 +1244	 +2689	 +2789	   +39	
 +1238	 +2683	 +2769	   +60	
 +1226	 +2674	 +2761	   +60	
 +1232	 +2674	 +2746	   +31	
 +1232	 +2666	 +2761	   +51	
 +1221	 +2646	 +2763	   +25	
 +1224	 +2660	 +2717	   +65	
 +1218	 +2646	 +2743	   +39	
 +1221	 +2631	 +2743	   +48	
 +1218	 +2617	 +2706	   +54	
 +1226	 +2628	 +2723	   +57	
 +1215	 +2625	 +2706	   +39	
 +1215	 +2614	 +2720	   +39	
 +1206	 +2608	 +2677	   +42	
 +1209	 +2608	 +2692	   +42	
 +1212	 +2602	 +2680	   +62	
 +1215	 +2588	 +2689	   +42	
 +1203	 +2594	 +2663	   +68	
 +1206	 +2576	 +2654	   +65	
 +1198	 +2568	 +2643	   +62	
 +1201	 +2550	 +2657	   +48	
 +1198	 +2582	 +2660	   +45	
 +1186	 +2562	 +2651	   +54	
 +1189	 +2553	 +2634	   +60	
 +1183	 +2521	 +2623	   +51	
 +1177	 +2521	 +2625	   +45	
 +1186	 +2495	 +2628	   +54	
 +1183	 +2527	 +2597	   +48	
 +1186	 +2490	 +2603	   +48	
 +1180	 +2498	 +2588	   +37	
 +1174	 +2507	 +2597	   +57	
 +1174	 +2481	 +2597	   +28	
 +1169	 +2464	 +2571	   +25	
 +1172	 +2487	 +2603	   +48	
 +1166	 +2452	 +2542	   +62	
 +1160	 +2464	 +2571	   +37	
 +1157	 +2461	 +2574	   +37	
 +1154	 +2449	 +2574	   +39	
 +1154	 +2441	 +2531	   +62	
 +1166	 +2420	 +2554	   +51	
 +1145	 +2441	 +2525	   +68	
 +1151	 +2406	 +2537	   +51	
 +1148	 +2426	 +2519	   +39	
 +1154	 +2403	 +2499	   +31	
 +1151	 +2400	 +2508	   +62	
 +1148	 +2412	 +2479	   +57	
 +1148	 +2394	 +2485	   +45	
 +1143	 +2368	 +2479	   +25	
 +1143	 +2351	 +2473	   +45	
 +1143	 +2363	 +2473	   +48	
 +1140	 +2336	 +2468	   +48	
 +1137	 +2374	 +2453	   +45	
 +1137	 +2345	 +2453	   +71	
 +1125	 +2322	 +2447	   +60	
 +1125	 +2331	 +2444	   +42	
 +1131	 +2348	 +2442	   +48	
 +1122	 +2339	 +2419	   +54	
 +1120	 +2305	 +2424	   +62	
 +1125	 +2302	 +2421	   +19	
 +1128	 +2316	 +2404	   +48	
 +1114	 +2296	 +2410	   +60	
 +1114	 +2316	 +2399	   +60	
 +1111	 +2299	 +2401	   +60	
 +1102	 +2270	 +2390	   +54	
 +1114	 +2282	 +2384	   +22	
 +1105	 +2256	 +2361	   +57	
 +1102	 +2273	 +2373	   +57	
 +1105	 +2253	 +2361	   +48	
 +1099	 +2230	 +2341	   +57	
 +1099	 +2241	 +2358	   +54	
 +1105	 +2247	 +2350	   +48	
 +1091	 +2227	 +2321	   +57	
 +1093	 +2230	 +2321	   +25	
 +1093	 +2253	 +2347	   +57	
 +1091	 +2206	 +2312	   +68	
 +1099	 +2238	 +2318	   +51	
 +1093	 +2206	 +2318	   +48	
 +1088	 +2215	 +2315	   +37	
 +1082	 +2189	 +2318	   +48	
 +1082	 +2201	 +2295	   +62	
 +1093	 +2169	 +2301	   +60	
 +1079	 +2183	 +2301	   +51	
 +1076	 +2183	 +2258	   +48	
 +1070	 +2181	 +2286	   +31	
 +1070	 +2155	 +2275	   +42	
 +1070	 +2172	 +2272	   +48	
 +1070	 +2169	 +2249	   +25	
 +1079	 +2172	 +2264	   +62	
 +1076	 +2149	 +2252	   +62	
 +1064	 +2137	 +2243	   +85	
 +1059	 +2143	 +2240	   +60	
 +1059	 +2155	 +2229	   +34	
 +1070	 +2120	 +2246	   +42	
 +1059	 +2123	 +2229	   +71	
 +1056	 +2108	 +2215	   +57	
 +1064	 +2120	 +2212	   +48	
 +1056	 +2114	 +2218	   +62	
 +1053	 +2114	 +2197	   +42	
 +1050	 +2094	 +2195	   +51	
 +1044	 +2103	 +2195	   +57	
 +1044	 +2071	 +2197	   +85	
 +1041	 +2079	 +2200	   +57	
 +1039	 +2091	 +2212	   +68	
 +1039	 +2079	 +2180	   +57	
 +1047	 +2076	 +2174	   +37	
 +1041	 +2071	 +2183	   +71	
 +1039	 +2050	 +2169	   +68	
 +1041	 +2053	 +2146	   +51	
 +1036	 +2048	 +2149	   +34	
 +1039	 +2062	 +2160	   +48	
 +1033	 +2016	 +2146	   +57	
 +1027	 +2042	 +2126	   +57	
 +1021	 +2016	 +2149	   +45	
 +1021	 +2016	 +2143	   +34	
 +1030	 +2004	 +2137	   +65	
 +1024	 +1996	 +2105	   +37	
 +1021	 +2004	 +2117	   +65	
 +1018	 +1993	 +2117	   +39	
 +1018	 +2001	 +2094	   +65	
 +1007	 +1993	 +2103	   +71	
 +1021	 +1973	 +2077	   +39	
 +1010	 +1967	 +2108	   +39	
 +1015	 +1973	 +2083	   +39	
 +1010	 +1961	 +2074	   +34	
 +1007	 +1961	 +2097	   +42	
 +1001	 +1970	 +2083	   +34	
 +1001	 +1996	 +2065	   +48	
 +1001	 +1958	 +2077	   +54	
 +1004	 +1938	 +2054	   +51	
  +995	 +1949	 +2054	   +25	
  +998	 +1932	 +2062	   +31	
  +995	 +1915	 +2034	   +25	
  +995	 +1955	 +2036	   +42	
  +992	 +1938	 +2031	   +51	
  +986	 +1912	 +2039	   +74	
  +983	 +1906	 +2022	   +31	
  +989	 +1915	 +2016	   +37	
  +992	 +1903	 +2022	   +22	
  +986	 +1906	 +1999	   +57	
  +978	 +1909	 +2005	   +54	
  +978	 +1909	 +2016	   +39	
  +972	 +1895	 +1996	   +42	
  +978	 +1863	 +1996	   +39	
  +975	 +1866	 +1982	   +57	
  +975	 +1877	 +2002	   +39	
  +963	 +1886	 +1996	   +39	
  +969	 +1851	 +1967	   +42	
  +960	 +1874	 +1967	   +45	
  +975	 +1851	 +1959	   +57	
  +963	 +1848	 +1950	   +48	
  +960	 +1863	 +1947	   +54	
  +966	 +1843	 +1947	   +71	
  +957	 +1848	 +1950	   +45	
  +955	 +1840	 +1919	   +45	
  +957	 +1843	 +1927	   +68	
  +957	 +1828	 +1945	   +22	
  +963	 +1834	 +1933	   +39	
  +952	 +1817	 +1924	   +51	
  +952	 +1808	 +1922	   +34	
  +952	 +1799	 +1910	   +34	
  +955	 +1805	 +1919	   +31	
  +943	 +1831	 +1927	   +51	
  +940	 +1805	 +1896	   +39	
  +937	 +1773	 +1910	   +31	
  +940	 +1811	 +1893	   +60	
  +937	 +1793	 +1922	   +48	
  +937	 +1779	 +1873	   +51	
  +934	 +1770	 +1879	   +57	
  +937	 +1762	 +1893	   +37	
  +928	 +1762	 +1867	   +51	
  +928	 +1770	 +1881	   +42	
  +934	 +1765	 +1864	   +37	
  +928	 +1741	 +1853	   +37	
  +928	 +1753	 +1861	   +51	
  +928	 +1773	 +1835	   +65	
  +923	 +1756	 +1864	   +48	
  +923	 +1759	 +1853	   +28	
  +928	 +1762	 +1835	   +51	
  +928	 +1715	 +1827	   +31	
  +923	 +1727	 +1853	   +51	
  +923	 +1721	 +1850	   +31	
  +917	 +1733	 +1827	   +54	
  +914	 +1721	 +1821	   +62	
  +920	 +1707	 +1835	   +31	
  +928	 +1707	 +1801	    +8	
  +914	 +1695	 +1812	   +25	
  +914	 +1701	 +1827	   +39	
  +911	 +1718	 +1795	   +45	
  +911	 +1695	 +1824	   +39	
  +905	 +1684	 +1795	   +22	
  +905	 +1689	 +1789	   +60	
  +908	 +1675	 +1787	   +54	
  +902	 +1684	 +1789	   +28	
  +891	 +1681	 +1752	   +28	
  +897	 +1658	 +1801	   +60	
  +894	 +1658	 +1784	   +51	
  +894	 +1655	 +1761	   +45	
  +891	 +1658	 +1766	   +54	
  +897	 +1666	 +1752	   +31	
  +891	 +1629	 +1755	   +37	
  +897	 +1655	 +1781	   +25	
  +885	 +1660	 +1758	   +45	
  +885	 +1649	 +1735	   +51	
  +891	 +1655	 +1712	   +57	
  +879	 +1646	 +1738	   +31	
  +879	 +1629	 +1746	   +62	
  +885	 +1620	 +1749	   +48	
  +882	 +1614	 +1723	   +57	
  +882	 +1594	 +1729	   +39	
  +879	 +1635	 +1715	   +42	
  +876	 +1611	 +1712	   +48	
  +876	 +1571	 +1709	   +28	
  +888	 +1603	 +1703	   +57	
  +871	 +1617	 +1703	   +54	
  +876	 +1591	 +1686	   +48	
  +876	 +1614	 +1712	   +48	
  +876	 +1585	 +1695	   +37	
  +868	 +1588	 +1720	   +54	
  +865	 +1577	 +1677	   +51	
  +871	 +1585	 +1697	   +45	
  +868	 +1559	 +1686	   +51	
  +865	 +1574	 +1669	   +60	
  +856	 +1585	 +1666	   +51	
  +862	 +1594	 +1654	   +42	
  +859	 +1574	 +1651	   +88	
  +856	 +1577	 +1654	   +51	
  +859	 +1559	 +1637	   +65	
  +856	 +1554	 +1654	   +39	
  +856	 +1551	 +1654	   +31	
  +856	 +1551	 +1640	   +60	
  +853	 +1562	 +1669	   +57	
  +853	 +1533	 +1623	   +42	
  +853	 +1562	 +1623	   +51	
  +842	 +1568	 +1637	   +42	
  +847	 +1539	 +1629	   +54	
  +845	 +1522	 +1631	   +65	
  +842	 +1536	 +1634	   +45	
  +845	 +1522	 +1620	   +51	
  +850	 +1507	 +1614	   +42	
  +845	 +1522	 +1614	   +62	
  +839	 +1519	 +1591	   +39	
  +839	 +1510	 +1629	   +42	
  +842	 +1510	 +1620	   +42	
  +842	 +1507	 +1603	   +45	
  +845	 +1490	 +1617	   +42	
  +830	 +1513	 +1582	   +42	
  +836	 +1505	 +1623	   +45	
  +833	 +1502	 +1611	   +48	
  +839	 +1490	 +1591	   +42	
  +833	 +1484	 +1568	   +62	
  +836	 +1487	 +1588	   +37	
  +827	 +1513	 +1568	   +54	
  +833	 +1484	 +1574	   +48	
  +824	 +1467	 +1588	   +37	
  +830	 +1481	 +1554	   +57	
  +830	 +1464	 +1548	   +57	
  +836	 +1493	 +1560	   +51	
  +813	 +1450	 +1568	   +48	
  +813	 +1476	 +1560	   +68	
  +818	 +1464	 +1545	   +45	
  +813	 +1441	 +1542	   +31	
  +813	 +1473	 +1531	   +51	
  +818	 +1473	 +1568	   +42	
  +818	 +1467	 +1502	   +85	
  +816	 +1435	 +1534	   +39	
  +813	 +1455	 +1531	   +45	
  +804	 +1429	 +1545	   +51	
  +813	 +1427	 +1519	   +45	
  +810	 +1444	 +1534	   +37	
  +804	 +1450	 +1511	   +65	
  +795	 +1412	 +1508	   +57	
  +795	 +1412	 +1534	   +42	
  +807	 +1421	 +1511	   +39	
  +804	 +1415	 +1516	   +39	
  +804	 +1403	 +1511	   +37	
  +801	 +1400	 +1511	   +57	
  +804	 +1400	 +1505	    +5	
  +795	 +1415	 +1488	   +45	
  +801	 +1418	 +1485	   +62	
  +798	 +1412	 +1462	   +42	
  +804	 +1403	 +1494	   +11	
  +792	 +1389	 +1496	   +48	
  +792	 +1392	 +1491	   +57	
  +792	 +1415	 +1496	   +34	
  +795	 +1392	 +1476	   +48	
  +789	 +1389	 +1502	   +62	
  +787	 +1360	 +1456	   +37	
  +784	 +1400	 +1473	   +48	
  +795	 +1383	 +1470	   +31	
  +789	 +1369	 +1494	   +45	
  +789	 +1392	 +1465	   +51	
  +784	 +1354	 +1450	   +48	
  +784	 +1386	 +1470	   +28	
  +787	 +1357	 +1447	   +28	
  +784	 +1354	 +1470	   +37	
  +778	 +1357	 +1456	   +62	
  +781	 +1372	 +1447	   +37	
  +778	 +1354	 +1456	   +42	
  +775	 +1346	 +1422	   +48	
  +778	 +1346	 +1427	   +48	
  +775	 +1328	 +1439	   +34	
  +766	 +1346	 +1430	   +39	
  +772	 +1351	 +1430	   +57	
  +769	 +1354	 +1447	   +45	
  +766	 +1322	 +1430	   +37	
  +761	 +1328	 +1402	   +39	
  +775	 +1328	 +1419	   +60	
  +772	 +1357	 +1413	   +57	
  +764	 +1346	 +1425	   +28	
  +769	 +1317	 +1416	   +68	
  +758	 +1322	 +1410	   +51	
  +758	 +1311	 +1404	   +42	
  +766	 +1311	 +1410	   +42	
  +758	 +1314	 +1410	   +48	
  +755	 +1297	 +1407	   +34	
  +755	 +1314	 +1384	   +60	
  +755	 +1322	 +1402	   +34	
  +746	 +1276	 +1387	   +42	
  +755	 +1305	 +1410	   +42	
  +758	 +1294	 +1410	   +48	
  +761	 +1273	 +1390	   +65	
  +758	 +1279	 +1373	   +60	
  +758	 +1276	 +1378	   +54	
  +740	 +1268	 +1370	   +77	
  +749	 +1265	 +1373	   +25	
  +746	 +1282	 +1367	   +34	
  +746	 +1279	 +1367	   +54	
  +743	 +1297	 +1364	   +57	
  +743	 +1285	 +1364	   +45	
  +749	 +1299	 +1353	   +22	
  +737	 +1279	 +1358	   +42	
  +737	 +1276	 +1361	   +51	
  +740	 +1256	 +1341	   +54	
  +743	 +1259	 +1330	   +39	
  +735	 +1250	 +1367	   +51	
  +737	 +1250	 +1333	   +51	
  +740	 +1224	 +1350	   +22	
  +729	 +1270	 +1335	   +71	
  +732	 +1242	 +1318	   +54	
  +737	 +1245	 +1333	   +48	
  +740	 +1227	 +1330	   +31	
  +723	 +1236	 +1344	   +57	
  +735	 +1221	 +1330	   +42	
  +735	 +1227	 +1315	   +60	
  +732	 +1227	 +1318	   +37	
  +735	 +1256	 +1292	   +37	
  +732	 +1236	 +1298	   +54	
  +717	 +1213	 +1324	   +51	
  +726	 +1233	 +1318	   +62	
  +729	 +1227	 +1298	   +45	
  +723	 +1227	 +1307	   +22	
  +717	 +1195	 +1304	   +39	
  +723	 +1219	 +1310	   +54	
  +723	 +1216	 +1307	   +37	
  +714	 +1213	 +1310	   +54	
  +720	 +1210	 +1301	   +37	
  +714	 +1216	 +1290	   +51	
  +714	 +1213	 +1301	   +39	
  +717	 +1210	 +1298	   +45	
  +711	 +1204	 +1266	   +45	
  +711	 +1184	 +1272	   +60	
  +708	 +1184	 +1292	   +74	
  +706	 +1201	 +1275	   +57	
  +711	 +1181	 +1281	   +39	
  +708	 +1184	 +1272	   +51	
  +703	 +1169	 +1261	   +45	
  +708	 +1167	 +1275	   +80	
  +708	 +1172	 +1269	   +57	
  +711	 +1207	 +1269	   +45	
  +703	 +1169	 +1272	   +31	
  +700	 +1149	 +1238	   +65	
  +703	 +1167	 +1261	   +39	
  +706	 +1192	 +1255	   +42	
  +697	 +1181	 +1261	   +45	
  +697	 +1187	 +1272	   +54	
  +697	 +1161	 +1246	   +48	
  +694	 +1149	 +1255	   +34	
  +697	 +1143	 +1241	   +60	
  +697	 +1149	 +1223	   +34	
  +688	 +1149	 +1252	   +39	
  +694	 +1149	 +1235	   +45	
  +697	 +1132	 +1232	   +57	
  +694	 +1161	 +1232	   +28	
  +700	 +1161	 +1221	   +57	
  +700	 +1155	 +1223	   +62	
  +691	 +1135	 +1212	   +48	
  +697	 +1155	 +1226	   +34	
  +694	 +1146	 +1209	   +37	
  +694	 +1140	 +1223	   +65	
  +683	 +1152	 +1209	   +45	
  +685	 +1152	 +1226	   +45	
  +688	 +1146	 +1200	   +51	
  +685	 +1138	 +1209	   +48	
  +677	 +1132	 +1221	   +37	
  +683	 +1129	 +1195	   +31	
  +677	 +1129	 +1206	   +65	
  +683	 +1135	 +1195	   +51	
  +683	 +1135	 +1209	   +39	
  +677	 +1126	 +1223	   +25	
  +677	 +1109	 +1203	   +45	
  +680	 +1123	 +1212	   +71	
  +671	 +1120	 +1209	   +60	
  +668	 +1109	 +1200	   +62	
  +674	 +1109	 +1209	   +34	
  +674	 +1126	 +1198	   +34	
  +665	 +1097	 +1189	   +60	
  +677	 +1103	 +1169	   +39	
  +677	 +1117	 +1200	   +45	
  +674	 +1114	 +1189	   +45	
  +665	 +1089	 +1195	   +54	
  +665	 +1117	 +1172	   +31	
  +671	 +1114	 +1195	   +37	
  +680	 +1109	 +1163	   +60	
  +665	 +1094	 +1195	   +28	
  +665	 +1091	 +1172	   +57	
  +665	 +1103	 +1166	   +54	
  +662	 +1083	 +1169	   +19	
  +656	 +1097	 +1149	   +45	
  +668	 +1080	 +1157	   +60	
  +668	 +1062	 +1175	   +80	
  +659	 +1091	 +1157	   +39	
  +656	 +1080	 +1172	   +42	
  +662	 +1068	 +1152	   +34	
  +662	 +1071	 +1137	   +42	
  +659	 +1083	 +1152	   +42	
  +648	 +1086	 +1180	   +71	
  +651	 +1094	 +1152	   +42	
  +651	 +1048	 +1140	   +51	
  +656	 +1051	 +1152	   +34	
  +654	 +1068	 +1140	   +54	
  +651	 +1057	 +1146	   +65	
  +654	 +1080	 +1111	   +31	
  +659	 +1062	 +1126	   +39	
  +642	 +1037	 +1123	   +11	
  +645	 +1057	 +1131	   +54	
  +645	 +1060	 +1137	   +62	
  +642	 +1062	 +1120	   +42	
  +642	 +1048	 +1103	   +57	
  +651	 +1039	 +1137	   +60	
  +642	 +1025	 +1117	   +60	
  +645	 +1048	 +1134	   +48	
  +639	 +1060	 +1114	   +34	
  +645	 +1034	 +1109	   +48	
  +645	 +1031	 +1123	   +45	
  +642	 +1034	 +1114	   +45	
  +636	 +1051	 +1137	   +48	
  +633	 +1045	 +1109	   +60	
  +633	 +1022	 +1094	   +45	
  +642	 +1042	 +1100	   +62	
  +636	 +1005	 +1114	   +51	
  +630	 +1051	 +1134	   +65	
  +630	 +1019	 +1106	   +48	
  +645	 +1031	 +1097	   +68	
  +636	 +1016	 +1100	   +65	
  +630	 +1016	 +1111	   +54	
  +633	 +1034	 +1065	   +28	
  +633	 +1019	 +1109	   +45	
  +627	 +1028	 +1100	   +48	
  +636	 +1019	 +1088	   +39	
  +630	 +1022	 +1137	   +45	
  +636	 +1011	 +1109	   +37	
  +630	  +996	 +1088	   +54	
  +630	  +993	 +1083	   +68	
  +630	 +1016	 +1080	   +71	
  +627	 +1005	 +1106	   +60	
  +613	 +1019	 +1097	   +65	
  +622	  +996	 +1083	   +39	
  +630	  +982	 +1068	   +31	
  +625	 +1005	 +1048	   +37	
  +619	  +979	 +1060	   +60	
  +622	 +1005	 +1071	   +45	
  +625	  +996	 +1074	   +31	
  +619	  +993	 +1040	   +28	
  +622	  +979	 +1071	   +37	
  +613	  +984	 +1074	   +48	
  +619	  +984	 +1048	   +34	
  +619	  +990	 +1042	   +77	
  +607	  +982	 +1086	   +28	
  +610	 +1022	 +1062	   +57	
  +613	  +987	 +1054	   +25	
  +616	  +953	 +1057	   +39	
  +613	  +970	 +1060	   +54	
  +616	  +967	 +1060	   +19	
  +613	  +979	 +1068	   +45	
